Site name,PFPrA,PFBA,PFPeA,PFHxA,PFHpA,PFOA,PFNA,PFDA,PFU0A,PFDoDA,PFTrDA,PFTeDA,PFHxDA,PFOcDA,PFPrS,PFEtS,PFBS,PFPeS,PFHxS,PFHpS,PFOS,PFNS,PFDS,PFUdS,PFDoS,PFTrDS,FBSA,FHxSA,FHpSA,FOSA,FDSA,MeFBSA,MeFOSA,EtFOSA,FOSAA,MeFOSAA,EtFOSAA,3:3 Acid,4:3 Acid,5:3 Acid,7:3 Acid,6:2 FTCA,8:2 FTCA,10:2 FTCA,6:2 FTUCA,8:2 FTUCA,10:2 FTUCA,4:2 FTSA,6:2 FTSA,8:2 FTSA,10:2 FTSA,6:6 PFPi,6:8 PFPi,8:8 PFPi,PFHxPA,PFOPA,PFECHS,Gen-X,ADONA,6:2 Cl-PFESA,8:2 Cl-PFESA,PFMPA,PFMBA,"3,6-OPFHpA",PFEESA,PFHxSAm,PFOSAm,PFHxSAmS,PFOSAmS,PFOANO,PFOSNO,PFOAB,PFOSB,5:3 FTB,5:1:2 FTB,6:2 FTAB,Cl-PFOS
STL1,0,2.75,1.36,1.57,1.03,2.08,0.3,0.073,0,0,0,0,0,0,0.08,0,0.51,0.14,0.76,0.05,2.82,0,0,0,0,0,0.19,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STL2,0,2.03,1.06,1.2,0.77,1.7,0.26,0.061,0,0,0,0,0,0,0.06,0,0.42,0.11,0.58,0.04,2.55,0,0,0,0,0,0.15,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STM2,0,3,1.05,1.43,0.75,1.83,0.31,0.071,0,0,0,0,0,0,0.07,0,0.41,0.1,0.59,0.03,2.38,0,0,0,0,0,0.07,0.03,0,0.08,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0.11,0
STM3,0,2.18,1.22,1.38,0.89,1.65,0.22,0.057,0,0,0,0,0,0,0.07,0,0.55,0.11,0.68,0.04,2.61,0,0.01,0,0,0,0.08,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STM4,0,2.19,1.32,1.35,0.9,1.75,0.27,0.065,0,0,0,0,0,0,0.07,0,0.49,0.08,0.63,0.03,2.27,0,0.02,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCM1,0,0.97,0.44,0.39,0.47,0.5,0.19,0.041,0,0,0,0,0,0,0,0,0.18,0.01,0.07,0,0.41,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCM1v5,0,3.39,4.01,2.93,1.09,2.67,0.41,0.106,0,0,0,0,0,0,0.12,0,1.19,0.18,0.95,0.05,2.77,0,0.01,0,0,0,0.03,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
TCM2,0,2.12,1.36,1.36,0.94,1.81,0.32,0.053,0,0,0,0,0,0,0.08,0,0.47,0.11,0.67,0.04,2.4,0,0,0,0,0,0.11,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCM2v5,0,2.28,1.64,1.73,0.89,2.11,0.32,0.067,0,0,0,0,0,0,0.09,0,2.08,0.12,0.76,0.04,2.82,0,0,0,0,0,0.33,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCM3,0,2.36,1.35,1.44,0.9,1.72,0.23,0.039,0,0,0,0,0,0,0.08,0,0.48,0.12,0.7,0.04,2.62,0,0.01,0,0,0,0.14,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRA1,0,2.28,1.07,1.09,0.86,1.39,0.27,0.072,0,0,0,0,0,0,0.04,0,0.37,0.07,0.51,0.03,1.72,0,0,0,0,0,0.1,0,0,0.08,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRA2,0,2.21,1.21,1.24,0.82,1.76,0.26,0.05,0,0,0,0,0,0,0.07,0,0.47,0.11,0.63,0.04,2.59,0,0.01,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRA3,0,2.47,1.33,1.48,0.96,1.88,0.24,0.045,0,0,0,0,0,0,0.07,0,0.51,0.11,0.75,0.04,2.41,0,0,0,0,0,0.12,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
