Site name,PFPrA,PFBA,PFPeA,PFHxA,PFHpA,PFOA,PFNA,PFDA,PFU0A,PFDoDA,PFTrDA,PFTeDA,PFHxDA,PFOcDA,PFPrS,PFEtS,PFBS,PFPeS,PFHxS,PFHpS,PFOS,PFNS,PFDS,PFUdS,PFDoS,PFTrDS,FBSA,FHxSA,FHpSA,FOSA,FDSA,MeFBSA,MeFOSA,EtFOSA,FOSAA,MeFOSAA,EtFOSAA,3:3 Acid,4:3 Acid,5:3 Acid,7:3 Acid,6:2 FTCA,8:2 FTCA,10:2 FTCA,6:2 FTUCA,8:2 FTUCA,10:2 FTUCA,4:2 FTSA,6:2 FTSA,8:2 FTSA,10:2 FTSA,6:6 PFPi,6:8 PFPi,8:8 PFPi,PFHxPA,PFOPA,PFECHS,Gen-X,ADONA,6:2 Cl-PFESA,8:2 Cl-PFESA,PFMPA,PFMBA,"3,6-OPFHpA",PFEESA,PFHxSAm,PFOSAm,PFHxSAmS,PFOSAmS,PFOANO,PFOSNO,PFOAB,PFOSB,5:3 FTB,5:1:2 FTB,6:2 FTAB,Cl-PFOS
Rivi?re Du Loup ? Louiseville,0,1.85,0.4,0.58,0.31,0.32,0.23,0.04,0,0,0,0,0,0,0,0,0.1,0,0.04,0,0.21,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Du Sud ? Montmagny,0,1.03,0.26,0.29,0.24,0.32,0.11,0,0,0,0,0,0,0,0,0,0.09,0,0.03,0,0.28,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Etchemin ? L?vis,0,1.44,1.59,2.23,1.65,0.5,0.17,0.03,0,0,0,0,0,0,0,0,0.13,0.02,0.07,0,0.35,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.04,0.23,0
Riv?re Gananoque ? Gananoque (Ontario),0,2.27,0.82,0.78,0.7,0.93,0.23,0.04,0,0,0,0,0,0,0,0,0.43,0.02,0.12,0,0.44,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Gentilly ? Gentilly,0,1.57,0.25,0.28,0.21,0.26,0.06,0,0,0,0,0,0,0,0,0,0.18,0,0.04,0,0.1,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Grasse ? Massena (USA),0,1.45,0.38,0.44,0.49,0.41,0.21,0.04,0,0,0,0,0,0,0,0,0.17,0,0.04,0,0.26,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Jacques-Cartier ? Donnacona,0,1.11,0.26,0.24,0.49,0.32,0.17,0.04,0,0,0,0,0,0,0,0,0.06,0.03,0.19,0,0.35,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0
Rivi?re L'Assomption ? Repentigny,0,2.86,0.93,1.67,0.8,1.32,0.2,0.05,0,0,0,0,0,0,0.08,0,1.77,0.04,0.37,0,0.4,0,0,0.09,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Lancaster ? South Lancaster (Ontario),0,2.06,0.73,0.61,0.5,0.62,0.11,0,0,0,0,0,0,0,0.07,0,0.47,0.03,0.15,0,0.39,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Little Salmon ? Fort Covington (USA),0,1.27,0.59,0.68,0.53,0.65,0.15,0,0,0,0,0,0,0,0,0,0.27,0.02,0.08,0,0.24,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0
Rivi?re Mascouche ? Terrebonne,0,4.21,4.11,3.89,2.07,2.05,0.38,0.12,0,0,0,0,0,0,0.42,0,0.91,0.35,2.38,0.08,3.96,0,0.02,0.1,0,0,0.09,0.28,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,2.48,0
Rivi?re Maskinong? ? Maskinong?,0,1.07,0.31,0.4,0.33,0.41,0.19,0.05,0,0,0,0,0,0,0,0,0.07,0,0.04,0,0.21,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Montmorency ? Qu?bec,0,0.6,0.1,0.11,0.14,0.14,0.07,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.09,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Nicolet ? Nicolet,0,1.33,1.11,0.98,0.39,0.63,0.11,0.04,0,0,0,0,0,0,0,0,0.13,0.02,0.06,0,0.22,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Ogdensburg ? Ogdensburg (USA),0,1.63,0.59,0.45,0.73,0.57,0.25,0.05,0,0,0,0,0,0,0,0,0.15,0.01,0.06,0,0.47,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re des Outaouais ? Saint-Placide,0,1.37,0.45,0.47,0.49,0.41,0.14,0,0,0,0,0,0,0,0,0,0.18,0.02,0.1,0,0.27,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Raquette ? Akwesasne (USA),0,1.26,0.49,0.36,0.51,0.51,0.25,0.06,0,0,0,0,0,0,0,0,0.17,0.01,0.05,0,0.39,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Richelieu ? Sorel-Tracy,0,2.21,1.05,1.02,0.79,1.16,0.25,0.05,0,0,0,0,0,0,0.04,0,0.38,0.06,0.44,0,0.82,0,0,0.09,0,0,0.2,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Saint-Charles ? Qu?bec,0,1.84,2.05,1.61,1.22,0.86,0.14,0.06,0,0,0,0,0,0,0,0,0.2,0.05,0.19,0,0.42,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.31,0
Rivi?re Sainte-Anne ? Beaupr?,0,0.75,0.19,0.21,0.14,0.26,0.08,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0,0.13,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Sainte-Anne ? Sainte-Anne-de-la-P?rade,0,0.86,0.13,0.12,0.21,0.18,0.1,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.12,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Saint-Fran?ois ? Pierreville,0,2.26,1.61,1.52,1.44,1.57,0.27,0.08,0,0,0,0,0,0,0,0,0.31,0.02,0.11,0,0.59,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Saint-Jacques ? Brossard,0,3.44,3.31,3.08,1.71,2.23,0.54,0.13,0,0,0,0,0,0,0.04,0,0.55,0.04,0.4,0,0.83,0,0,0,0,0,0.07,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.04,5.88,0
Rivi?re Saint-Louis ? Beauharnois,0,3.95,1.25,1.29,0.81,0.86,0.11,0,0,0,0,0,0,0,0.06,0,0.56,0.08,0.24,0,0.8,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Saint-Maurice ? Trois-Rivi?res,0,0.79,0.21,0.21,0.52,0.28,0.21,0.11,0.09,0,0,0,0,0,0,0,0.06,0,0.02,0,0.25,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Saint-R?gis ? Sainte-Catherine,0,1.01,0.28,0.28,0.41,0.38,0.17,0,0,0,0,0,0,0,0,0,0.14,0.01,0.03,0,0.21,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Varennes ? Varennes,0,4.53,1.95,2.59,1.33,2.14,0.32,0.07,0,0,0,0,0,0,0.05,0,0.99,0.06,0.26,0,0.81,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Yamachiche ? Yamachiche,0,2.01,0.25,0.36,0.36,0.32,0.1,0,0,0,0,0,0,0,0,0,0.11,0,0.07,0,0.16,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Yamaska ? Yamaska,0,3,2.37,2.45,1.79,3.03,0.51,0.22,0.07,0,0,0,0,0,0.13,0,0.71,0.13,0.43,0.08,2.6,0,0,0.1,0,0,0.04,0.05,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.03,0,0
Petite Rivi?re Du Ch?ne ? Leclercville,0,2.33,0.52,0.51,0.42,0.54,0.14,0,0,0,0,0,0,0,0,0,0.19,0.01,0.05,0,0.2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOU1,0,2.43,1.45,1.8,0.93,2.02,0.33,0.05,0,0,0,0,0,0,0.08,0,0.51,0.14,0.8,0.04,2.76,0,0,0,0,0,0.1,0.03,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
BOU2,0,2.45,1.49,1.64,1.04,2.12,0.38,0.06,0,0,0,0,0,0,0.08,0,0.5,0.13,0.77,0.04,2.7,0,0,0,0,0,0.09,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
BOU4,0,2.55,1.39,1.64,0.96,2.13,0.38,0.06,0,0,0,0,0,0,0.07,0,0.52,0.13,0.83,0.05,2.82,0,0,0,0,0,0.09,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
CON1,0,1.91,1.11,1.1,0.82,1.31,0.3,0.06,0,0,0,0,0,0,0.04,0,0.39,0.07,0.46,0,1.66,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CON2,0,2.45,1.53,1.68,0.98,2.07,0.34,0.07,0,0,0,0,0,0,0.08,0,0.59,0.12,0.73,0.05,2.68,0,0,0,0,0,0.08,0.03,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
CON3,0,2.57,1.45,1.72,1.04,2.15,0.33,0.05,0,0,0,0,0,0,0.07,0,0.57,0.14,0.83,0.05,2.77,0,0,0,0,0,0.11,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSL1,0,2.37,1.32,1.65,0.99,2.27,0.38,0.06,0,0,0,0,0,0,0.07,0,0.52,0.13,0.75,0.04,2.57,0,0,0,0,0,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
LSL2,0,2.58,1.6,1.71,1.02,2.2,0.41,0.07,0,0,0,0,0,0,0.08,0,0.52,0.13,0.83,0.05,2.95,0,0,0,0,0,0.12,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
LSL3,0,2.56,1.37,1.63,0.98,2.24,0.42,0.08,0,0,0,0,0,0,0.08,0,0.5,0.14,0.78,0.04,2.89,0,0,0,0,0,0.1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
LSPA1,0,2.17,1.22,1.5,0.95,1.84,0.33,0.07,0,0,0,0,0,0,0.07,0,0.51,0.1,0.65,0.03,2.5,0,0,0,0,0,0.07,0.03,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
LSPA2,0,2.57,1.33,1.65,1.01,2.14,0.38,0.07,0,0,0,0,0,0,0.08,0,0.51,0.12,0.78,0.04,2.82,0,0,0,0,0,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
LSPA3,0,2.48,1.41,1.6,0.93,2,0.37,0.08,0,0,0,0,0,0,0.07,0,0.5,0.11,0.74,0.04,2.57,0,0,0,0,0,0.14,0.04,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
LSPM1,0,2.04,1.18,1.4,1,1.77,0.33,0.06,0,0,0,0,0,0,0.07,0,0.47,0.09,0.62,0.03,2.34,0,0,0,0,0,0.12,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
LSPM2,0,2.46,1.4,1.64,0.89,2.15,0.36,0.07,0,0,0,0,0,0,0.08,0,0.49,0.12,0.81,0.04,2.76,0,0,0,0,0,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSPM3,0,2.33,1.32,1.54,0.92,2.07,0.37,0.06,0,0,0,0,0,0,0.07,0,0.54,0.11,0.77,0.04,2.68,0,0.01,0,0,0,0.15,0.03,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORL1,0,3.58,1.21,1.67,0.83,2.21,0.44,0.11,0,0,0,0,0,0,0.06,0,0.45,0.1,0.65,0.04,2.86,0,0,0,0,0,0.07,0.03,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
ORL2,0,2.35,1.26,1.32,0.91,1.62,0.31,0.05,0,0,0,0,0,0,0.07,0,0.6,0.11,0.67,0.04,2.17,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORL3,0,2.37,1.25,1.4,1.01,1.89,0.34,0.06,0,0,0,0,0,0,0.08,0,0.54,0.11,0.71,0.03,2.39,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REP1,0,1.96,0.99,1.13,0.76,1.29,0.28,0.05,0,0,0,0,0,0,0.04,0,0.36,0.07,0.44,0,1.65,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REP2,0,2.45,1.62,1.9,1.04,2.27,0.37,0.08,0,0,0,0,0,0,0.09,0,0.6,0.13,0.86,0.05,3.05,0,0,0,0,0,0.1,0.04,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
REP3,0,2.49,1.4,1.64,0.95,2.22,0.36,0.06,0,0,0,0,0,0,0.08,0,0.51,0.13,0.79,0.04,2.79,0,0,0,0,0,0.1,0.04,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
SAD1,0,2.34,1.24,1.37,0.99,1.86,0.35,0.07,0,0,0,0,0,0,0.06,0,0.47,0.11,0.67,0.03,2.23,0,0,0,0,0,0.07,0.03,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
SAD2,0,2.4,1.39,1.52,0.98,1.89,0.33,0.05,0,0,0,0,0,0,0.07,0,0.63,0.1,0.72,0.03,2.34,0,0,0,0,0,0.1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
SAD3,0,2.47,1.25,1.51,0.96,1.91,0.32,0.05,0,0,0,0,0,0,0.08,0,0.48,0.11,0.69,0.04,2.22,0,0,0,0,0,0.1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
