,Sample Name,Latitude,Longitude,Sampling Year,PFPrA,PFBA,PFPeA,PFHxA,PFHpA,PFOA,PFNA,PFDA,PFU0A,PFDoDA,PFTrDA,PFTeDA,PFHxDA,PFOcDA,PFPrS,PFEtS,PFBS,PFPeS,PFHxS,PFHpS,PFOS,PFNS,PFDS,PFUdS,PFDoS,PFTrDS,FBSA,FHxSA,FHpSA,FOSA,FDSA,MeFBSA,MeFOSA,EtFOSA,FOSAA,MeFOSAA,EtFOSAA,3:3 Acid,4:3 Acid,5:3 Acid,7:3 Acid,6:2 FTCA,8:2 FTCA,10:2 FTCA,6:2 FTUCA,8:2 FTUCA,10:2 FTUCA,4:2 FTSA,6:2 FTSA,8:2 FTSA,10:2 FTSA,6:6 PFPi,6:8 PFPi,8:8 PFPi,PFHxPA,PFOPA,PFECHS,Gen-X,ADONA,6:2 Cl-PFESA,8:2 Cl-PFESA,PFMPA,PFMBA,"3,6-OPFHpA",PFEESA,PFHxSAm,PFOSAm,PFHxSAmS,PFOSAmS,PFOANO,PFOSNO,PFOAB,PFOSB,5:3 FTB,5:1:2 FTB,6:2 FTAB,Cl-PFOS
120,LSL2,NA,NA,2019,0,2.58,1.6,1.71,1.02,2.2,0.41,0.07,0,0,0,0,0,0,0.08,0,0.52,0.13,0.83,0.05,2.95,0,0,0,0,0,0.12,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
121,LSL3,NA,NA,2019,0,2.56,1.37,1.63,0.98,2.24,0.42,0.08,0,0,0,0,0,0,0.08,0,0.5,0.14,0.78,0.04,2.89,0,0,0,0,0,0.1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
122,LSPA1,NA,NA,2019,0,2.17,1.22,1.5,0.95,1.84,0.33,0.07,0,0,0,0,0,0,0.07,0,0.51,0.1,0.65,0.03,2.5,0,0,0,0,0,0.07,0.03,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
123,LSPA2,NA,NA,2019,0,2.57,1.33,1.65,1.01,2.14,0.38,0.07,0,0,0,0,0,0,0.08,0,0.51,0.12,0.78,0.04,2.82,0,0,0,0,0,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
124,LSPA3,46.256587,-72.694571,2019,0,2.48,1.41,1.6,0.93,2,0.37,0.08,0,0,0,0,0,0,0.07,0,0.5,0.11,0.74,0.04,2.57,0,0,0,0,0,0.14,0.04,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
125,LSPM1,46.22665,-72.854883,2019,0,2.04,1.18,1.4,1,1.77,0.33,0.06,0,0,0,0,0,0,0.07,0,0.47,0.09,0.62,0.03,2.34,0,0,0,0,0,0.12,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
126,LSPM2,46.204067,-72.824783,2019,0,2.46,1.4,1.64,0.89,2.15,0.36,0.07,0,0,0,0,0,0,0.08,0,0.49,0.12,0.81,0.04,2.76,0,0,0,0,0,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,LSPM3,46.183033,-72.799467,2019,0,2.33,1.32,1.54,0.92,2.07,0.37,0.06,0,0,0,0,0,0,0.07,0,0.54,0.11,0.77,0.04,2.68,0,0.01,0,0,0,0.15,0.03,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,ORL1,47.058254,-70.75197,2019,0,3.58,1.21,1.67,0.83,2.21,0.44,0.11,0,0,0,0,0,0,0.06,0,0.45,0.1,0.65,0.04,2.86,0,0,0,0,0,0.07,0.03,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
129,ORL2,47.013333,-70.698767,2019,0,2.35,1.26,1.32,0.91,1.62,0.31,0.05,0,0,0,0,0,0,0.07,0,0.6,0.11,0.67,0.04,2.17,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,ORL3,46.98877,-70.661748,2019,0,2.37,1.25,1.4,1.01,1.89,0.34,0.06,0,0,0,0,0,0,0.08,0,0.54,0.11,0.71,0.03,2.39,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,REP1,45.744983,-73.43195,2019,0,1.96,0.99,1.13,0.76,1.29,0.28,0.05,0,0,0,0,0,0,0.04,0,0.36,0.07,0.44,0,1.65,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,REP2,45.741667,-73.424033,2019,0,2.45,1.62,1.9,1.04,2.27,0.37,0.08,0,0,0,0,0,0,0.09,0,0.6,0.13,0.86,0.05,3.05,0,0,0,0,0,0.1,0.04,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
133,REP3,45.745028,-73.406417,2019,0,2.49,1.4,1.64,0.95,2.22,0.36,0.06,0,0,0,0,0,0,0.08,0,0.51,0.13,0.79,0.04,2.79,0,0,0,0,0,0.1,0.04,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
134,SAD1,46.72085,-71.4773,2019,0,2.34,1.24,1.37,0.99,1.86,0.35,0.07,0,0,0,0,0,0,0.06,0,0.47,0.11,0.67,0.03,2.23,0,0,0,0,0,0.07,0.03,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
135,SAD2,46.71368,-71.471017,2019,0,2.4,1.39,1.52,0.98,1.89,0.33,0.05,0,0,0,0,0,0,0.07,0,0.63,0.1,0.72,0.03,2.34,0,0,0,0,0,0.1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
136,SAD3,46.705459,-71.461456,2019,0,2.47,1.25,1.51,0.96,1.91,0.32,0.05,0,0,0,0,0,0,0.08,0,0.48,0.11,0.69,0.04,2.22,0,0,0,0,0,0.1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
137,SORAM1,46.073983,-73.088683,2019,0,2.09,1.29,1.54,0.9,1.85,0.37,0.08,0,0,0,0,0,0,0.07,0,0.45,0.1,0.64,0.03,2.35,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,SORAM2,46.067283,-73.07645,2019,0,2.39,1.33,1.71,1,2.06,0.4,0.09,0,0,0,0,0,0,0.08,0,0.52,0.13,0.73,0.04,2.78,0,0,0,0,0,0.09,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,SORAM3,46.06175,-73.0656,2019,0,2.36,1.35,1.66,1.01,2.1,0.37,0.06,0,0,0,0,0,0,0.08,0,0.5,0.12,0.78,0.04,2.59,0,0,0,0,0,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
140,SORAV1,46.172584,-72.964877,2019,0,2.38,1.32,1.46,0.9,1.75,0.35,0.07,0,0,0,0,0,0,0.06,0,0.45,0.09,0.61,0.03,2.28,0,0,0,0,0,0.05,0.03,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
141,SORAV2,NA,NA,2019,0,2.35,1.53,1.69,1.06,2.04,0.37,0.06,0,0,0,0,0,0,0.07,0,0.5,0.12,0.75,0.03,2.58,0,0,0,0,0,0.09,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
142,SORAV3,NA,NA,2019,0,2.36,1.33,1.58,1.01,2.11,0.36,0.07,0,0,0,0,0,0,0.09,0,0.52,0.13,0.8,0.04,2.75,0,0,0,0,0,0.13,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
143,STA1,46.57575,-72.098125,2019,0,2.02,1.17,1.33,0.87,1.61,0.35,0.06,0,0,0,0,0,0,0.06,0,0.45,0.11,0.62,0.03,2.18,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
144,STA2,46.569129,-72.098872,2019,0,2.18,1.23,1.37,0.9,1.88,0.33,0.05,0,0,0,0,0,0,0.07,0,0.45,0.1,0.67,0.03,2.46,0,0,0,0,0,0.08,0.03,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
145,STA3,46.562646,-72.10002,2019,0,2.45,1.49,1.71,1.02,2.14,0.37,0.08,0,0,0,0,0,0,0.07,0,0.54,0.12,0.78,0.04,2.67,0,0,0,0,0,0.12,0.04,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
146,STM1,46.349237,-72.527838,2019,0,0.9,0.16,0.24,0.39,0.29,0.21,0.03,0,0,0,0,0,0,0,0,0.07,0,0.02,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,STM2,46.345992,-72.529377,2019,0,2.43,1.35,1.55,1.03,1.93,0.33,0.06,0,0,0,0,0,0,0.07,0,0.56,0.1,0.74,0.04,2.45,0,0,0,0,0,0.1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
148,STM3,46.340461,-72.520947,2019,0,2.32,1.36,1.64,1,1.99,0.38,0.08,0,0,0,0,0,0,0.07,0,0.52,0.12,0.73,0.04,2.4,0,0,0,0,0,0.11,0.03,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,TCL1,NA,NA,2019,0,2.53,1.36,1.77,1.03,2.37,0.41,0.08,0,0,0,0,0,0,0.08,0,0.52,0.12,0.81,0.05,3.03,0,0.01,0,0,0,0.11,0.04,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
150,TCM1,45.7048,-73.478117,2019,0,1.12,0.41,0.46,0.5,0.54,0.25,0.04,0,0,0,0,0,0,0,0,0.16,0.01,0.09,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,TCM2,45.712764,-73.444502,2019,0,2.99,2.7,2.89,1.27,2.48,0.52,0.21,0.06,0,0,0,0,0,0.1,0,0.65,0.14,0.85,0.05,5.24,0,0.11,0,0,0,0.09,0.03,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0
152,TCM3,NA,NA,2019,0,2.62,1.35,1.81,1.02,2.32,0.38,0.07,0,0,0,0,0,0,0.07,0,0.56,0.14,0.81,0.04,2.78,0,0,0,0,0,0.09,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,TRA1,45.996917,-73.187017,2019,0,1.97,0.97,1.18,0.81,1.36,0.3,0.06,0,0,0,0,0,0,0,0,0.41,0.06,0.46,0.03,1.57,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,TRA2,45.996392,-73.183399,2019,0,2.34,1.32,1.58,0.98,1.8,0.37,0.08,0,0,0,0,0,0,0.06,0,0.48,0.09,0.62,0.03,2.35,0,0.01,0,0,0,0.06,0.03,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
155,TRA3,45.995608,-73.17874,2019,0,2.51,1.44,1.65,0.97,2.14,0.37,0.06,0,0,0,0,0,0,0.07,0,0.54,0.14,0.8,0.04,3.06,0,0,0,0,0,0.11,0.04,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,QC1,46.843411,-71.179714,2019,0,2.28,1.34,1.5,0.98,1.79,0.33,0.07,0,0,0,0,0,0,0.07,0,0.51,0.12,0.69,0.03,2.4,0,0,0,0,0,0.08,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,QC2,46.83937,-71.166825,2019,0,3.94,1.27,1.6,0.87,2.15,0.4,0.1,0,0,0,0,0,0,0.07,0,0.43,0.11,0.67,0.04,2.89,0,0,0,0,0,0.06,0.03,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0
158,QC3,46.833885,-71.152614,2019,0,2.06,1.08,1.26,0.89,1.69,0.3,0.05,0,0,0,0,0,0,0.06,0,0.43,0.1,0.63,0.03,2.08,0,0,0,0,0,0.07,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
159,Belle Rivi?re ? Mirabel (BR3),45.649902,-74.093588,2020,0,30.44,104.38,133.37,53.87,18.76,4.86,0,0,0,0,0,0,0,3.81,0,7.77,12.1,111.02,3.72,155.87,0,0,0,0,0,7.13,25.71,0.07,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79,0,0.07,0,0,0,0,0,0,0.31,0,0.35,0,0,0,0,0,17.66,90.23,2.86,0.09
160,"Rivi?re ? la Scie ? L?vis, Point #1",NA,NA,2020,0,1.47,0.33,1.06,0.52,0.87,0.04,0,0,0,0,0,0,0,0,0,0,0.02,0.27,0,0.83,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,"Rivi?re ? la Scie ? L?vis, Point #2",NA,NA,2020,0,0.84,1.35,0.99,0.93,0.93,0.08,0,0,0,0,0,0,0,0,0,0,0.06,0.91,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0
162,Rivi?re ? la Tortue ? Delson,45.3922,-73.5381,2020,0,16.01,62.16,72.4,16.71,1.31,0.25,0.05,0,0,0,0,0,0,0.1,0,0,0,0.12,0,1.02,0,0,0,0,0,0.1,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Rivi?re Aulneuse ? Saint-Nicolas,46.7092,-71.3813,2020,0,0,0.58,0.45,0.4,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Rivi?re Aux Saumons ? Scotstown,45.526,-71.2733,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Rivi?re Aux Chiens ? Rosem?re,45.6525,-73.7835,2020,0,3.88,3.3,3.82,1.29,1.9,0.12,0,0,0,0,0,0,0,0.3,0,1.06,0.04,0.39,0,0.91,0,0,0,0,0,0.03,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.49,0.03,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
166,Rivi?re B?cancour ? B?cancour,46.352672,-72.438619,2020,0,0,0.43,0.45,0.21,0.46,0.05,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Rivi?re Chaudi?re ? L?vis,46.714483,-71.280997,2020,0,1.37,0.51,0.55,0.77,0.74,0.3,0,0,0,0,0,0,0,0,0,0.24,0,0.06,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Rivi?re Des Mille Iles ? Laval,45.5406,-73.8808,2020,0,0.2,0.31,0.55,0.52,0.39,0.16,0,0,0,0,0,0,0,0,0,0.18,0,0.16,0,0.6,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Rivi?re Des Prairies ? Montr?al,45.5343,-73.7266,2020,0,0,0.19,0.31,0.36,0.28,0.15,0,0,0,0,0,0,0,0,0,0.12,0,0.06,0,0.38,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Rivi?re Des Outaouais ? Saint-Placide,NA,NA,2020,0,0.54,0.31,0.41,0.39,0.25,0.16,0,0,0,0,0,0,0,0,0,0.16,0,0.07,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Rivi?re Du Cap Rouge ? Cap-Rouge (Qu?bec),NA,NA,2020,0,2.7,8.45,4.97,2.21,0.57,0.08,0,0,0,0,0,0,0,0,0,0.25,0.02,0.23,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.08,0,0,0,0,0,0,0,0.54,0,0.88,0,0,0,0,0,0,0,0
172,Rivi?re Du Ch?ne ? Saint-Eustache,NA,NA,2020,0,13.26,39.82,48.47,21.13,6.77,1.86,0,0,0,0,0,0,0,1.44,0,3.2,4.96,41.34,1.44,59.54,0,0,0,0,0,2.67,12.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.09,1.59,0,0.54,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0.15,1.14,0.4,0.03
173,Rivi?re Du Chicot ? Saint-Eustache,NA,NA,2020,0,2.37,2.2,1.82,0.54,0.46,0.06,0,0,0,0,0,0,0,0,0,0.22,0.02,0.4,0,0.48,0,0,0,0,0,0.03,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.07,0.05,0,5.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0
174,Rivi?re Etchemin ? L?vis,46.76038,-71.22938,2020,2.72,0.8,2.13,1.87,2.46,0.46,0.22,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.27,0,0
175,"Rivi?re Mascouche ? Terrebonne, Point #1",NA,NA,2020,0.9,9.46,18.48,23.55,8.08,12.51,0.52,0,0.1,0,0,0,0,0,0.66,0,2.93,1.43,7.17,0.31,6.52,0,0,0,0,0,0.26,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,"Rivi?re Mascouche ? Terrebonne, Point #2",NA,NA,2020,0,2.92,7.18,5.64,2.6,2.84,0.52,0,0,0,0,0,0,0,0.11,0,1.43,0.2,2.45,0.06,4.41,0,0,0,0,0,0.26,0.03,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.09,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,1.11,0,0
177,Rivi?re Nicolet ? Nicolet,46.2275,-72.62389,2020,0,0.19,0,0.08,0.14,0.25,0.1,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.25,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Rivi?re Richelieu ? Sorel-Tracy,46.019605,-73.132377,2020,0,0,1.02,0.94,0.65,0.84,0.13,0,0,0,0,0,0,0,0,0,0.43,0.03,0.31,0,0.67,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Rivi?re Saint-Fran?ois ? Drummo0ville,NA,NA,2020,0,1.26,1.33,1.29,0.88,0.94,0.19,0.06,0,0,0,0,0,0,0,0,0.44,0.03,0,0,0.91,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.07,0,0,0,0,0,0.22,0.77,0,0
180,Rivi?re Saint-Fran?ois ? Pierreville,46.06687,-72.81258,2020,0,1.45,2.47,2.17,1.15,1.48,0.21,0.08,0,0,0,0,0,0,0,0,0.96,0.03,0.06,0,0.83,0,0,0,0,0,0.08,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.77,0,0
181,Rivi?re Saint-Fran?ois ? Fleurimont (Sherbrooke),45.4396,-71.9164,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,"Rivi?re Saint-Jacques ? Brossard, Point #1",NA,NA,2020,0,6.23,12.77,9.77,6.35,3.19,0.72,0,0,0,0,0,0,0,0.1,0,1.4,0.04,0.76,0,1.9,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.11,0.18,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2.92,0
