,Sample Name,Latitude,Longitude,Sampling Year,PFPrA,PFBA,PFPeA,PFHxA,PFHpA,PFOA,PFNA,PFDA,PFU0A,PFDoDA,PFTrDA,PFTeDA,PFHxDA,PFOcDA,PFPrS,PFEtS,PFBS,PFPeS,PFHxS,PFHpS,PFOS,PFNS,PFDS,PFUdS,PFDoS,PFTrDS,FBSA,FHxSA,FHpSA,FOSA,FDSA,MeFBSA,MeFOSA,EtFOSA,FOSAA,MeFOSAA,EtFOSAA,3:3 Acid,4:3 Acid,5:3 Acid,7:3 Acid,6:2 FTCA,8:2 FTCA,10:2 FTCA,6:2 FTUCA,8:2 FTUCA,10:2 FTUCA,4:2 FTSA,6:2 FTSA,8:2 FTSA,10:2 FTSA,6:6 PFPi,6:8 PFPi,8:8 PFPi,PFHxPA,PFOPA,PFECHS,Gen-X,ADONA,6:2 Cl-PFESA,8:2 Cl-PFESA,PFMPA,PFMBA,"3,6-OPFHpA",PFEESA,PFHxSAm,PFOSAm,PFHxSAmS,PFOSAmS,PFOANO,PFOSNO,PFOAB,PFOSB,5:3 FTB,5:1:2 FTB,6:2 FTAB,Cl-PFOS
58,STA2,46.569129,-72.098872,2018,0,2.27,1.25,1.3,0.91,1.8,0.24,0.04,0,0,0,0,0,0,0.07,0,0.57,0.1,0.72,0.04,2.7,0,0.01,0,0,0,0.07,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,STA3,46.562646,-72.10002,2018,0.81,7.49,1.23,1.7,0.92,2.22,0.34,0.115,0,0,0,0,0,0,0.06,0,0.47,0.09,0.63,0.04,2.89,0,0,0,0,0,0.1,0.03,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0.07,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0.06,0.25,0,0
60,STL1,44.899817,-75.145133,2018,0,2.75,1.36,1.57,1.03,2.08,0.3,0.073,0,0,0,0,0,0,0.08,0,0.51,0.14,0.76,0.05,2.82,0,0,0,0,0,0.19,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,STL2,45.005017,-74.76185,2018,0,2.03,1.06,1.2,0.77,1.7,0.26,0.061,0,0,0,0,0,0,0.06,0,0.42,0.11,0.58,0.04,2.55,0,0,0,0,0,0.15,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,STM2,46.345992,-72.529377,2018,0,3,1.05,1.43,0.75,1.83,0.31,0.071,0,0,0,0,0,0,0.07,0,0.41,0.1,0.59,0.03,2.38,0,0,0,0,0,0.07,0.03,0,0.08,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0.11,0
63,STM3,46.340461,-72.520947,2018,0,2.18,1.22,1.38,0.89,1.65,0.22,0.057,0,0,0,0,0,0,0.07,0,0.55,0.11,0.68,0.04,2.61,0,0.01,0,0,0,0.08,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,STM4,46.336517,-72.518583,2018,0,2.19,1.32,1.35,0.9,1.75,0.27,0.065,0,0,0,0,0,0,0.07,0,0.49,0.08,0.63,0.03,2.27,0,0.02,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,TCM1,45.7048,-73.478117,2018,0,0.97,0.44,0.39,0.47,0.5,0.19,0.041,0,0,0,0,0,0,0,0,0.18,0.01,0.07,0,0.41,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,TCM1v5,NA,NA,2018,0,3.39,4.01,2.93,1.09,2.67,0.41,0.106,0,0,0,0,0,0,0.12,0,1.19,0.18,0.95,0.05,2.77,0,0.01,0,0,0,0.03,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
67,TCM2,45.712764,-73.444502,2018,0,2.12,1.36,1.36,0.94,1.81,0.32,0.053,0,0,0,0,0,0,0.08,0,0.47,0.11,0.67,0.04,2.4,0,0,0,0,0,0.11,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,TCM2v5,NA,NA,2018,0,2.28,1.64,1.73,0.89,2.11,0.32,0.067,0,0,0,0,0,0,0.09,0,2.08,0.12,0.76,0.04,2.82,0,0,0,0,0,0.33,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,TCM3,NA,NA,2018,0,2.36,1.35,1.44,0.9,1.72,0.23,0.039,0,0,0,0,0,0,0.08,0,0.48,0.12,0.7,0.04,2.62,0,0.01,0,0,0,0.14,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,TRA1,45.996917,-73.187017,2018,0,2.28,1.07,1.09,0.86,1.39,0.27,0.072,0,0,0,0,0,0,0.04,0,0.37,0.07,0.51,0.03,1.72,0,0,0,0,0,0.1,0,0,0.08,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,TRA2,45.996392,-73.183399,2018,0,2.21,1.21,1.24,0.82,1.76,0.26,0.05,0,0,0,0,0,0,0.07,0,0.47,0.11,0.63,0.04,2.59,0,0.01,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,TRA3,45.995608,-73.17874,2018,0,2.47,1.33,1.48,0.96,1.88,0.24,0.045,0,0,0,0,0,0,0.07,0,0.51,0.11,0.75,0.04,2.41,0,0,0,0,0,0.12,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Rivi?re ? la Tortue ? Delson,45.3922,-73.5381,2019,0,5.02,1.87,1.87,1.19,1.29,0.24,0.05,0,0,0,0,0,0,0.07,0,0.53,0.06,0.29,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0
74,Rivi?re Batiscan ? Sainte-Genevi?ve-de-Batiscan,46.5288,-72.3335,2019,0,5,0.19,0.17,0.26,0.22,0.13,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.15,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Rivi?re Bayonne ? Sainte-Genevi?ve-de-Berthier,46.0945,-73.226,2019,0,2.5,1.11,1.49,1.09,1.01,0.61,0.12,0.08,0,0,0,0,0,0.05,0,0.43,0.05,0.29,0,1.14,0,0,0.08,0,0,0.08,0,0,0,0,0.14,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Rivi?re B?cancour ? B?cancour,46.352672,-72.438619,2019,0,1.8,0.7,0.73,0.48,0.68,0.16,0.04,0,0,0,0,0,0,0,0,0.17,0.01,0.08,0,0.31,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Rivi?re Boyer ? Saint-Vallier,46.884275,-70.859119,2019,0,2.18,0.48,0.46,0.37,0.51,0.11,0,0,0,0,0,0,0,0,0,0.2,0.01,0.04,0,0.32,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Rivi?re Ch?teauguay ? Ch?teauguay,45.3814,-73.7562,2019,0,2.74,0.71,0.74,0.62,0.86,0.18,0.04,0,0,0,0,0,0,0.05,0,0.41,0.04,0.15,0,0.5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Rivi?re Chaudi?re ? L?vis,46.714483,-71.280997,2019,0,1.94,0.84,1,0.98,0.82,0.26,0.06,0,0,0,0,0,0,0,0,0.17,0.02,0.06,0,0.31,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Rivi?re Des Mille-Iles ? Laval,45.5406,-73.8808,2019,0,1.78,1.34,1.11,0.98,0.63,0.27,0.06,0,0,0,0,0,0,0,0,0.21,0.05,0.43,0,1.08,0,0,0.1,0,0,0.03,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.42,0,0
81,Rivi?re Des Prairies ? Montr?al,45.5343,-73.7266,2019,0,1.84,0.46,0.53,0.53,0.53,0.23,0.05,0,0,0,0,0,0,0,0,0.16,0.01,0.1,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Rivi?re Du Ch?ne ? Saint-Eustache,NA,NA,2019,0,9.11,24.39,38.24,9.34,4.13,0.46,0.08,0,0,0,0,0,0,0.76,0,1.87,2.24,17.36,0.52,27.87,0,0,0.1,0,0,0.45,6.42,0.05,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.55,0,0.46,0,0,0,0,0,5.35,24.82,1.03,0
83,Rivi?re Du Loup ? Louiseville,NA,NA,2019,0,1.85,0.4,0.58,0.31,0.32,0.23,0.04,0,0,0,0,0,0,0,0,0.1,0,0.04,0,0.21,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Rivi?re Du Sud ? Montmagny,46.98517,-70.5491,2019,0,1.03,0.26,0.29,0.24,0.32,0.11,0,0,0,0,0,0,0,0,0,0.09,0,0.03,0,0.28,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Rivi?re Etchemin ? L?vis,46.76038,-71.22938,2019,0,1.44,1.59,2.23,1.65,0.5,0.17,0.03,0,0,0,0,0,0,0,0,0.13,0.02,0.07,0,0.35,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.04,0.23,0
86,Riv?re Gananoque ? Gananoque (Ontario),NA,NA,2019,0,2.27,0.82,0.78,0.7,0.93,0.23,0.04,0,0,0,0,0,0,0,0,0.43,0.02,0.12,0,0.44,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Rivi?re Gentilly ? Gentilly,46.382567,-72.336186,2019,0,1.57,0.25,0.28,0.21,0.26,0.06,0,0,0,0,0,0,0,0,0,0.18,0,0.04,0,0.1,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Rivi?re Grasse ? Massena (USA),44.959242,-74.830364,2019,0,1.45,0.38,0.44,0.49,0.41,0.21,0.04,0,0,0,0,0,0,0,0,0.17,0,0.04,0,0.26,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Rivi?re Jacques-Cartier ? Donnacona,NA,NA,2019,0,1.11,0.26,0.24,0.49,0.32,0.17,0.04,0,0,0,0,0,0,0,0,0.06,0.03,0.19,0,0.35,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0
90,Rivi?re L'Assomption ? Repentigny,45.7553,-73.46352,2019,0,2.86,0.93,1.67,0.8,1.32,0.2,0.05,0,0,0,0,0,0,0.08,0,1.77,0.04,0.37,0,0.4,0,0,0.09,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Rivi?re Lancaster ? South Lancaster (Ontario),45.128161,-74.493919,2019,0,2.06,0.73,0.61,0.5,0.62,0.11,0,0,0,0,0,0,0,0.07,0,0.47,0.03,0.15,0,0.39,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Rivi?re Little Salmon ? Fort Covington (USA),NA,NA,2019,0,1.27,0.59,0.68,0.53,0.65,0.15,0,0,0,0,0,0,0,0,0,0.27,0.02,0.08,0,0.24,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0
93,Rivi?re Mascouche ? Terrebonne,NA,NA,2019,0,4.21,4.11,3.89,2.07,2.05,0.38,0.12,0,0,0,0,0,0,0.42,0,0.91,0.35,2.38,0.08,3.96,0,0.02,0.1,0,0,0.09,0.28,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,2.48,0
94,Rivi?re Maskinong? ? Maskinong?,46.22814,-73.01597,2019,0,1.07,0.31,0.4,0.33,0.41,0.19,0.05,0,0,0,0,0,0,0,0,0.07,0,0.04,0,0.21,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Rivi?re Montmorency ? Qu?bec,46.8861,-71.1453,2019,0,0.6,0.1,0.11,0.14,0.14,0.07,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.09,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Rivi?re Nicolet ? Nicolet,46.2275,-72.62389,2019,0,1.33,1.11,0.98,0.39,0.63,0.11,0.04,0,0,0,0,0,0,0,0,0.13,0.02,0.06,0,0.22,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Rivi?re Ogdensburg ? Ogdensburg (USA),44.690139,-75.49375,2019,0,1.63,0.59,0.45,0.73,0.57,0.25,0.05,0,0,0,0,0,0,0,0,0.15,0.01,0.06,0,0.47,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Rivi?re des Outaouais ? Saint-Placide,45.524,-74.2076,2019,0,1.37,0.45,0.47,0.49,0.41,0.14,0,0,0,0,0,0,0,0,0,0.18,0.02,0.1,0,0.27,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Rivi?re Raquette ? Akwesasne (USA),44.978531,-74.717089,2019,0,1.26,0.49,0.36,0.51,0.51,0.25,0.06,0,0,0,0,0,0,0,0,0.17,0.01,0.05,0,0.39,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Rivi?re Richelieu ? Sorel-Tracy,46.019605,-73.132377,2019,0,2.21,1.05,1.02,0.79,1.16,0.25,0.05,0,0,0,0,0,0,0.04,0,0.38,0.06,0.44,0,0.82,0,0,0.09,0,0,0.2,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Rivi?re Saint-Charles ? Qu?bec,46.8199,-71.22,2019,0,1.84,2.05,1.61,1.22,0.86,0.14,0.06,0,0,0,0,0,0,0,0,0.2,0.05,0.19,0,0.42,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.31,0
102,Rivi?re Sainte-Anne ? Beaupr?,47.048547,-70.883153,2019,0,0.75,0.19,0.21,0.14,0.26,0.08,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0,0.13,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Rivi?re Sainte-Anne ? Sainte-Anne-de-la-P?rade,46.571331,-72.206231,2019,0,0.86,0.13,0.12,0.21,0.18,0.1,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.12,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Rivi?re Saint-Fran?ois ? Pierreville,46.06687,-72.81258,2019,0,2.26,1.61,1.52,1.44,1.57,0.27,0.08,0,0,0,0,0,0,0,0,0.31,0.02,0.11,0,0.59,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Rivi?re Saint-Jacques ? Brossard,NA,NA,2019,0,3.44,3.31,3.08,1.71,2.23,0.54,0.13,0,0,0,0,0,0,0.04,0,0.55,0.04,0.4,0,0.83,0,0,0,0,0,0.07,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.04,5.88,0
106,Rivi?re Saint-Louis ? Beauharnois,45.314311,-73.879944,2019,0,3.95,1.25,1.29,0.81,0.86,0.11,0,0,0,0,0,0,0,0.06,0,0.56,0.08,0.24,0,0.8,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Rivi?re Saint-Maurice ? Trois-Rivi?res,46.3647,-72.5521,2019,0,0.79,0.21,0.21,0.52,0.28,0.21,0.11,0.09,0,0,0,0,0,0,0,0.06,0,0.02,0,0.25,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Rivi?re Saint-R?gis ? Sainte-Catherine,45.3993,-73.5639,2019,0,1.01,0.28,0.28,0.41,0.38,0.17,0,0,0,0,0,0,0,0,0,0.14,0.01,0.03,0,0.21,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Rivi?re Varennes ? Varennes,45.671156,-73.435808,2019,0,4.53,1.95,2.59,1.33,2.14,0.32,0.07,0,0,0,0,0,0,0.05,0,0.99,0.06,0.26,0,0.81,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Rivi?re Yamachiche ? Yamachiche,46.2662,-72.8066,2019,0,2.01,0.25,0.36,0.36,0.32,0.1,0,0,0,0,0,0,0,0,0,0.11,0,0.07,0,0.16,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Rivi?re Yamaska ? Yamaska,46.0052,-72.9121,2019,0,3,2.37,2.45,1.79,3.03,0.51,0.22,0.07,0,0,0,0,0,0.13,0,0.71,0.13,0.43,0.08,2.6,0,0,0.1,0,0,0.04,0.05,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.03,0,0
112,Petite Rivi?re Du Ch?ne ? Leclercville,NA,NA,2019,0,2.33,0.52,0.51,0.42,0.54,0.14,0,0,0,0,0,0,0,0,0,0.19,0.01,0.05,0,0.2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,BOU1,45.64867,-73.48136,2019,0,2.43,1.45,1.8,0.93,2.02,0.33,0.05,0,0,0,0,0,0,0.08,0,0.51,0.14,0.8,0.04,2.76,0,0,0,0,0,0.1,0.03,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
114,BOU2,45.644183,-73.466233,2019,0,2.45,1.49,1.64,1.04,2.12,0.38,0.06,0,0,0,0,0,0,0.08,0,0.5,0.13,0.77,0.04,2.7,0,0,0,0,0,0.09,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
115,BOU4,45.569363,-73.507785,2019,0,2.55,1.39,1.64,0.96,2.13,0.38,0.06,0,0,0,0,0,0,0.07,0,0.52,0.13,0.83,0.05,2.82,0,0,0,0,0,0.09,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
116,CON1,45.845717,-73.310067,2019,0,1.91,1.11,1.1,0.82,1.31,0.3,0.06,0,0,0,0,0,0,0.04,0,0.39,0.07,0.46,0,1.66,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,CON2,45.8538,-73.27965,2019,0,2.45,1.53,1.68,0.98,2.07,0.34,0.07,0,0,0,0,0,0,0.08,0,0.59,0.12,0.73,0.05,2.68,0,0,0,0,0,0.08,0.03,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
118,CON3,45.850167,-73.269167,2019,0,2.57,1.45,1.72,1.04,2.15,0.33,0.05,0,0,0,0,0,0,0.07,0,0.57,0.14,0.83,0.05,2.77,0,0,0,0,0,0.11,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,LSL1,NA,NA,2019,0,2.37,1.32,1.65,0.99,2.27,0.38,0.06,0,0,0,0,0,0,0.07,0,0.52,0.13,0.75,0.04,2.57,0,0,0,0,0,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
