Site name,PFPrA,PFBA,PFPeA,PFHxA,PFHpA,PFOA,PFNA,PFDA,PFU0A,PFDoDA,PFTrDA,PFTeDA,PFHxDA,PFOcDA,PFPrS,PFEtS,PFBS,PFPeS,PFHxS,PFHpS,PFOS,PFNS,PFDS,PFUdS,PFDoS,PFTrDS,FBSA,FHxSA,FHpSA,FOSA,FDSA,MeFBSA,MeFOSA,EtFOSA,FOSAA,MeFOSAA,EtFOSAA,3:3 Acid,4:3 Acid,5:3 Acid,7:3 Acid,6:2 FTCA,8:2 FTCA,10:2 FTCA,6:2 FTUCA,8:2 FTUCA,10:2 FTUCA,4:2 FTSA,6:2 FTSA,8:2 FTSA,10:2 FTSA,6:6 PFPi,6:8 PFPi,8:8 PFPi,PFHxPA,PFOPA,PFECHS,Gen-X,ADONA,6:2 Cl-PFESA,8:2 Cl-PFESA,PFMPA,PFMBA,"3,6-OPFHpA",PFEESA,PFHxSAm,PFOSAm,PFHxSAmS,PFOSAmS,PFOANO,PFOSNO,PFOAB,PFOSB,5:3 FTB,5:1:2 FTB,6:2 FTAB,Cl-PFOS
2020_ORL1,0,1.91,1.59,1.21,0.95,1.3,0.11,0,0,0,0,0,0,0,0,0,0.44,0.09,0.69,0,2.08,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0
2020_ORL2,0,1.78,1.42,1.54,0.99,1.92,0.33,0,0,0,0,0,0,0,0,0,0.59,0.11,0.81,0.03,2.53,0,0,0,0,0,0.18,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0
2020_ORL3,0,1.21,1.28,1.26,0.96,1.82,0.33,0,0,0,0,0,0,0,0.05,0,0.57,0.1,0.76,0,2.05,0,0,0,0,0,0.04,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
2020_QC1,0,1.07,0.91,0.96,0.58,1.26,0.2,0,0,0,0,0,0,0,0,0,0.39,0.07,0.65,0,1.81,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020_QC2,0,0.69,1.37,1.65,0.71,1.21,0.13,0,0,0,0,0,0,0,0,0,0.43,0.08,0.74,0.02,2.13,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
2020_QC3,0,1.19,1.32,1.44,1,0.76,0.27,0,0,0,0,0,0,0,0,0,0.51,0.1,0.72,0.02,2.28,0,0,0,0,0,0.04,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0
2020_REP1,0,1.49,0.21,0.8,0.47,0.24,0.19,0,0,0,0,0,0,0,0,0,0.26,0,0.14,0,0.47,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0
2020_REP2,0,1.2,1.47,1.5,0.96,1.59,0.19,0,0,0,0,0,0,0,0.07,0,0.63,0.11,0.95,0.02,1.82,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020_REP3,0,1.48,1.32,1.19,1.03,1.81,0.33,0,0,0,0,0,0,0,0.06,0,0.49,0.11,0.89,0.04,2.76,0,0,0,0,0,0.11,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
2020_REP4,0,2.29,1.5,1.75,1.12,2.09,0.28,0,0,0,0,0,0,0,0,0,0.66,0.14,1,0.03,2.41,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0.52,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020_SAD1,0,0.76,1.12,1.11,0.76,1.61,0.35,0,0,0,0,0,0,0,0,0,0.46,0.06,0.67,0.02,2.41,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
2020_SAD2,0,1.17,1.51,1.64,0.8,1.51,0.25,0,0,0,0,0,0,0,0,0,0.45,0.08,0.72,0,2.08,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020_SAD3,0,1.25,1.64,1.44,0.89,1.61,0.13,0,0,0,0,0,0,0,0.04,0,0.59,0.08,0.77,0,1.96,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
2020_SORAM1,0,0.59,0.63,1.03,0.49,1.33,0.23,0,0,0,0,0,0,0,0,0,0.47,0.04,0.64,0.02,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020_SORAM2,0,1.55,1.2,1.17,0.86,1.82,0.23,0,0,0,0,0,0,0,0,0,0.45,0.13,0.88,0.04,2.05,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
2020_SORAM3,0,1.3,1.33,1.72,0.94,1.79,0.3,0,0,0,0,0,0,0,0.09,0,0.57,0.11,1,0.04,2.53,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
2020_SORAV1,0,0.77,0.64,0.88,0.52,0.93,0,0,0,0,0,0,0,0,0,0,0.34,0.03,0.47,0,1.36,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
2020_SORAVE2,0,0.6,1.7,1.61,0.94,1.46,0.2,0,0,0,0,0,0,0,0,0,0.46,0.07,0.71,0,1.76,0,0,0,0,0,0.04,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
2020_SORAVE3,0,0.54,2.08,1.53,1.13,2.38,0.15,0,0,0,0,0,0,0,0.09,0,0.68,0.12,0.98,0.03,2.54,0,0,0,0,0,0.14,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
2020_STA1,0,0,0.42,0.87,0.68,1.17,0.22,0,0,0,0,0,0,0,0,0,0.32,0.05,0.48,0,1.43,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
2020_STA2,0,1.94,1.38,1.18,0.92,1.63,0.21,0,0,0,0,0,0,0,0.07,0,0.54,0.08,0.73,0,1.97,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0
2020_STA3,0,2.43,1.54,1.67,0.98,1.95,0.32,0,0,0,0,0,0,0,0.06,0,0.77,0.12,0.88,0.03,2.33,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020_STAN_1,0,1.12,0.7,0.82,0.58,1.02,0.13,0,0,0,0,0,0,0,0,0,0.27,0.06,0.42,0,1.45,0,0,0,0,0,0.13,0,0,0.11,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020_STAN_2,0,1.03,0.73,0.98,0.57,0.74,0.11,0,0,0,0,0,0,0,0,0,0.29,0.06,0.4,0,1.43,0,0,0,0,0,0.11,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020_STAN_3,0,0.86,0.56,0.81,0.53,0.58,0.1,0,0,0,0,0,0,0,0,0,0.27,0.07,0.37,0,1.21,0,0,0,0,0,0.07,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020_STIR1,0,0.39,0.29,0.45,0.23,0.55,0,0,0,0,0,0,0,0,0,0,0.2,0.02,0.28,0,0.96,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020_STIR2,0,0,0.46,0.6,0.22,0.46,0,0,0,0,0,0,0,0,0,0,0.2,0.03,0.31,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020_STIR3,0,0,0.4,0.37,0.21,0,0,0,0,0,0,0,0,0,0,0,0.16,0.04,0.22,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020_STJO_1,0,0.73,0.77,1.02,0.56,0.49,0.05,0,0,0,0,0,0,0,0,0,0.26,0.05,0.35,0,1.33,0,0,0,0,0,0.08,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
2020_STJO2,0,0,0.31,0.52,0.34,0,0.05,0,0,0,0,0,0,0,0,0,0.18,0.04,0.29,0,0.97,0,0,0,0,0,0.09,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
2020_STJO3,0,0.73,0.32,1.08,0.31,0.08,0,0,0,0,0,0,0,0,0,0,0.18,0.04,0.22,0,1.38,0,0,0,0,0,0.04,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020_STM1,0,0,0.36,0,0.23,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020_STM2,0,0,1.42,1.57,0.95,1.51,0.1,0,0,0,0,0,0,0,0.08,0,0.59,0.1,0.78,0.02,2.43,0,0,0,0,0,0.03,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020_STM3,0,1.04,1.61,1.5,0.94,1.64,0.06,0,0,0,0,0,0,0,0.07,0,0.69,0.1,0.88,0.03,2.45,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
2020_STM4,0,0.92,1.55,1.59,0.83,1.58,0.07,0,0,0,0,0,0,0,0.06,0,0.67,0.11,0.81,0.03,1.83,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
2020_TCL_1,0,2.43,2.11,2.28,1.34,2.44,0.38,0.04,0,0,0,0,0,0,0.14,0,0.91,0.2,1.19,0.05,3.21,0,0,0,0,0,0.11,0,0,0.06,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
2020_TCM_1,0,0.24,0.31,0.32,0.18,0.32,0.17,0,0,0,0,0,0,0,0,0,0.09,0,0.08,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
2020_TCM_1-5,0,3.51,3.59,4.06,1.52,2.77,0.45,0.09,0,0,0,0,0,0,0.14,0,1,0.14,1.19,0.05,4.19,0,0,0,0,0,0.15,0.03,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0
2020_TCM_2,0,2.52,1.78,2.1,1.44,2.14,0.37,0.04,0,0,0,0,0,0,0.09,0,0.63,0.15,1.15,0.05,3.72,0,0,0,0,0,0.13,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0
2020_TCM_2_5,0,1.77,1.44,1.9,0.69,1.6,0.24,0,0,0,0,0,0,0,0.04,0,0.45,0.08,0.71,0.02,2.1,0,0,0,0,0,0.06,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0.07,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020_TCM_3,0,2.54,1.75,1.73,1.13,2.05,0.22,0,0,0,0,0,0,0,0.08,0,0.74,0.19,1.13,0.05,2.95,0,0,0,0,0,0.11,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0
2020_TRA2,0,1.15,1.69,1.31,0.91,2.01,0.17,0,0,0,0,0,0,0,0.05,0,0.49,0.1,0.73,0,2.08,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0
2020_TRA3,0,1.82,1.35,1.97,0.81,1.31,0.05,0,0,0,0,0,0,0,0,0,0.64,0.13,1,0.02,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
