Site name,PFPrA,PFBA,PFPeA,PFHxA,PFHpA,PFOA,PFNA,PFDA,PFU0A,PFDoDA,PFTrDA,PFTeDA,PFHxDA,PFOcDA,PFPrS,PFEtS,PFBS,PFPeS,PFHxS,PFHpS,PFOS,PFNS,PFDS,PFUdS,PFDoS,PFTrDS,FBSA,FHxSA,FHpSA,FOSA,FDSA,MeFBSA,MeFOSA,EtFOSA,FOSAA,MeFOSAA,EtFOSAA,3:3 Acid,4:3 Acid,5:3 Acid,7:3 Acid,6:2 FTCA,8:2 FTCA,10:2 FTCA,6:2 FTUCA,8:2 FTUCA,10:2 FTUCA,4:2 FTSA,6:2 FTSA,8:2 FTSA,10:2 FTSA,6:6 PFPi,6:8 PFPi,8:8 PFPi,PFHxPA,PFOPA,PFECHS,Gen-X,ADONA,6:2 Cl-PFESA,8:2 Cl-PFESA,PFMPA,PFMBA,"3,6-OPFHpA",PFEESA,PFHxSAm,PFOSAm,PFHxSAmS,PFOSAmS,PFOANO,PFOSNO,PFOAB,PFOSB,5:3 FTB,5:1:2 FTB,6:2 FTAB,Cl-PFOS
Rivi?re Des Prairies ? Montr?al,0,0,0.19,0.31,0.36,0.28,0.15,0,0,0,0,0,0,0,0,0,0.12,0,0.06,0,0.38,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Des Outaouais ? Saint-Placide,0,0.54,0.31,0.41,0.39,0.25,0.16,0,0,0,0,0,0,0,0,0,0.16,0,0.07,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Du Cap Rouge ? Cap-Rouge (Qu?bec),0,2.7,8.45,4.97,2.21,0.57,0.08,0,0,0,0,0,0,0,0,0,0.25,0.02,0.23,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.08,0,0,0,0,0,0,0,0.54,0,0.88,0,0,0,0,0,0,0,0
Rivi?re Du Ch?ne ? Saint-Eustache,0,13.26,39.82,48.47,21.13,6.77,1.86,0,0,0,0,0,0,0,1.44,0,3.2,4.96,41.34,1.44,59.54,0,0,0,0,0,2.67,12.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.09,1.59,0,0.54,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0.15,1.14,0.4,0.03
Rivi?re Du Chicot ? Saint-Eustache,0,2.37,2.2,1.82,0.54,0.46,0.06,0,0,0,0,0,0,0,0,0,0.22,0.02,0.4,0,0.48,0,0,0,0,0,0.03,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.07,0.05,0,5.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0
Rivi?re Etchemin ? L?vis,2.72,0.8,2.13,1.87,2.46,0.46,0.22,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.27,0,0
"Rivi?re Mascouche ? Terrebonne, Point #1 ",0.9,9.46,18.48,23.55,8.08,12.51,0.52,0,0.1,0,0,0,0,0,0.66,0,2.93,1.43,7.17,0.31,6.52,0,0,0,0,0,0.26,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rivi?re Mascouche ? Terrebonne, Point #2",0,2.92,7.18,5.64,2.6,2.84,0.52,0,0,0,0,0,0,0,0.11,0,1.43,0.2,2.45,0.06,4.41,0,0,0,0,0,0.26,0.03,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.09,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,1.11,0,0
Rivi?re Nicolet ? Nicolet,0,0.19,0,0.08,0.14,0.25,0.1,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.25,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Richelieu ? Sorel-Tracy,0,0,1.02,0.94,0.65,0.84,0.13,0,0,0,0,0,0,0,0,0,0.43,0.03,0.31,0,0.67,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Saint-Fran?ois ? Drummo0ville,0,1.26,1.33,1.29,0.88,0.94,0.19,0.06,0,0,0,0,0,0,0,0,0.44,0.03,0,0,0.91,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.07,0,0,0,0,0,0.22,0.77,0,0
Rivi?re Saint-Fran?ois ? Pierreville,0,1.45,2.47,2.17,1.15,1.48,0.21,0.08,0,0,0,0,0,0,0,0,0.96,0.03,0.06,0,0.83,0,0,0,0,0,0.08,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.77,0,0
Rivi?re Saint-Fran?ois ? Fleurimont (Sherbrooke),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rivi?re Saint-Jacques ? Brossard, Point #1",0,6.23,12.77,9.77,6.35,3.19,0.72,0,0,0,0,0,0,0,0.1,0,1.4,0.04,0.76,0,1.9,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.11,0.18,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2.92,0
"Rivi?re Saint-Jacques ? Brossard, Point #2",0,5.14,12.44,9.09,6.21,2.95,1.45,0.14,0,0,0,0,0,0,0,0,1.31,0.08,0.83,0.02,2.48,0,0,0,0,0,0.26,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.33,0.31,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.74,0
"Rivi?re Saint-Jacques ? Brossard, Point #3",0,3.84,11.16,10.9,6.37,3.19,1.08,0.1,0,0,0,0,0,0,0,0,1.26,0.05,0.55,0,1.05,0,0,0,0,0,0.18,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.15,1.41,0
Rivi?re Saint-R?gis ? Sainte-Catherine,0,6.05,5.91,7.12,1.59,1.67,0.34,0,0.12,0,0,0,0,0,0,0,3.38,0.05,0.38,0,2.54,0,0.07,0,0,0,0.68,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0.26,0.31,0.03,0,0.82,0,0,0,0,0,0,0,0.14,0,0.31,0,0,0,0,0,0,0,0
Rivi?re Yamachiche ? Yamachiche,0,0,0,0.11,0.07,0.16,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rivi?re Yamaska ? Saint-Hyacinthe,0,5.27,3.68,3.92,2.47,3.22,0.35,0.07,0,0,0,0,0,0,0.41,0,1.3,0.15,0.45,0.07,2.86,0,0,0,0,0,0.08,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
Rivi?re Yamaska ? Yamaska,0,0.33,0.55,2.32,1.33,2.12,0.13,0,0,0,0,0,0,0,0.18,0,0.79,0.09,0.31,0.03,1.61,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0
Foss? Daigneault ? Brossard,0,5.79,20.89,12.69,8.32,4.02,1.7,0.22,0,0,0,0,0,0,0,0,0.76,0.04,0.31,0,1.04,0,0,0,0,0,0.06,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.22,0.09,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.44,1.09,0
Ruisseau Bertra0 ? Montr?al,0,1.67,3.09,1.64,0.71,0.85,0.14,0,0,0,0,0,0,0,0,0,0.43,0,0.12,0,1.13,0,0,0,0,0,0.05,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0.07,0,0
Ruisseau du Parc de la Rivi?re Saint-Jacques ? Brossard,0,5.2,11.6,11.02,12.46,6.78,4.46,0.43,0.11,0,0,0,0,0,0,0,1.7,0.06,0.59,0,1.57,0,0,0,0,0,0.11,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.23,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.48,0
Ruisseau Henri Giroux ? Mirabel (HG2),2.47,122.16,539.44,685.23,127.22,88.11,15.93,0,0.23,0,0,0,0,0,14.44,0.68,28.07,43.15,372.99,17.21,622.28,1.89,0.1,0,0,0,27.53,175.77,1.14,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,6.76,0.28,0,0,0,0,0,0,4.64,0,1.01,0,0,0,0,0,0.06,5.06,0,2.26,0,0,0,0,0,108.8,569.67,27.49,0.75
Ruisseau La Pini?re ? Laval,0,3.83,5.12,5.35,1.42,1.81,0.25,0,0,0,0,0,0,0,0,0,0.65,0,0.2,0,1.37,0,0,0,0,0,0.06,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petite Rivi?re du Ch?ne ? Leclercville,0,0,0,0.07,0.44,0.26,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gra0 Lac Saint-Fran?ois ? La Source (Saint-Romain),0,0,0.18,0.11,0.52,0.34,0.18,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lac Archambault ? Saint-Donat-de-Montcalm,0,0,0,0,0.19,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lac Aylmer ? Disraeli,0,0,0.47,0.14,0.43,0.12,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lac Brompton ? Saint-Denis-de-Brompton,0,0.38,0.34,0.21,0.58,0.71,0.2,0.05,0,0,0,0,0,0,0,0,0.09,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lac de l'Achigan ? Saint-Hippolyte,0,0,0,0.13,0.42,0,0.18,0.05,0,0,0,0,0,0,0,0,0.03,0,0,0,0.05,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lac Ouareau ? Saint-Donat-de-Montcalm,0,0.29,0,0,0.3,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.04,0,0,0,0,0,0,0,0,0
2020_BOU1,0,2.83,1.69,1.64,1.16,2.26,0.38,0,0,0,0,0,0,0,0.09,0,0.64,0.19,1.05,0.05,3.77,0,0,0,0,0,0.09,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
2020_BOU2,0,1.49,1.32,1.13,0.7,1.53,0.22,0,0,0,0,0,0,0,0,0,0.35,0.07,0.71,0.02,1.94,0,0,0,0,0,0.16,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
2020_BOU3,0,1.43,1.3,1.46,0.96,1.65,0.15,0,0,0,0,0,0,0,0.07,0,0.5,0.12,0.87,0.02,2.11,0,0,0,0,0,0.08,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
2020_BOU4,0,1.61,1.46,1.44,1.03,2.04,0.3,0,0,0,0,0,0,0,0.07,0,0.54,0.09,0.93,0.02,2.53,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020_CAC_1,0,0.48,0.37,0.59,0.21,0.33,0.06,0,0,0,0,0,0,0,0,0,0.12,0.03,0.18,0,0.5,0,0,0,0,0,0.08,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020_CAC_2,0,0.51,0.36,0.6,0.29,0.5,0.09,0,0,0,0,0,0,0,0,0,0.11,0.03,0.21,0,0.92,0,0,0,0,0,0.08,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020_CAC_3,0,0.2,0.28,0.54,0.16,0.29,0.05,0,0,0,0,0,0,0,0,0,0.09,0.02,0.12,0,0.4,0,0,0,0,0,0.08,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020_CON1,0,0.39,0.39,0.65,0.45,0.9,0.24,0,0,0,0,0,0,0,0,0,0.33,0,0.4,0,1.32,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
2020_CON2,0,1.91,1.16,1.34,0.87,1.36,0,0,0,0,0,0,0,0,0.07,0,0.5,0.07,0.65,0,2.39,0,0,0,0,0,0.24,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020_CON3,0,1.03,1.35,1.61,0.95,2.11,0.29,0,0,0,0,0,0,0,0,0,0.57,0.99,0.9,0.38,2.29,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0
2020_LSL_1,0,0,0.49,0.42,0.29,0.51,0.16,0,0,0,0,0,0,0,0,0,0.13,0,0.1,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020_LSL_2,0,2.25,1.86,1.83,1.07,2.13,0.31,0.23,0,0,0,0,0,0,0.35,0,0.73,0.57,1.06,0.45,2.9,0,0,0,0,0,0.5,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0
2020_LSL_3,0,1.58,1.29,1.55,0.66,1.85,0.35,0,0,0,0,0,0,0,0,0,0.52,0.09,0.9,0.03,2.83,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020_LSPA_1,0,2.28,1.44,1.76,1.13,1.78,0.31,0.07,0,0,0,0,0,0,0.09,0,0.57,0.14,0.85,0.05,2.73,0,0,0,0,0,0.03,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
2020_LSPA_2,0,1.59,0.93,0.97,0.66,1.41,0.31,0,0,0,0,0,0,0,0,0,0.44,0.08,0.67,0.03,2.19,0,0,0,0,0,0.07,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
2020_LSPA3,0,1.63,1.27,1.54,0.94,1.84,0.19,0,0,0,0,0,0,0,0.05,0,0.78,0.11,0.92,0.02,2.3,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
2020_LSPM_1,0,1.85,1.5,1.06,0.83,1.45,0.27,0,0,0,0,0,0,0,0.32,0,0.47,0.76,0.65,0,2.15,0,0,0,0,0,0.22,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0
2020_LSPM2,0,0.8,1.39,1.55,1.16,1.83,0.33,0,0,0,0,0,0,0,0.08,0,0.73,0.12,0.93,0.03,2.52,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
2020_LSPM3,0,0.64,1.73,1.31,1.04,1.73,0.23,0,0,0,0,0,0,0,0.06,0,0.72,0.1,0.9,0.02,2.3,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020_MASS1,0,1.35,1.06,0.6,0.8,0,0,0,0,0,0,0,0,0,0,0,0.31,0.07,0.48,0,1.08,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
2020_MASS2,0,0.97,0.94,1.05,0.87,1.2,0.15,0,0,0,0,0,0,0,0,0,0.37,0.08,0.61,0.03,1.7,0,0,0,0,0,0.06,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
2020_MASS3,0,1.53,1.13,1.62,0.95,1.68,0.18,0,0,0,0,0,0,0,0,0,0.41,0.1,0.61,0.02,2.16,0,0,0,0.06,0,0.05,0,0,0.2,0.14,0,0.08,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0.08,0.05,0,0,0.14,0.26,0,0,0,0,0,0,0,0,0,0.18,0,0.36,0,0.08,0,0,0,0.03,0,0
