Sample_ID,PFOA,PFNA,PFOS,PFBS,FBSA,PFHxA,PFHpA,PFHxPA,NADONA,FHxSA,Syn35,PFDA,PFDoA,Oak6,Oak10,Syn72,6_6PFPi,PFPrS,PFPeS,PFHxS,P4MOA,PFUdA,PFECHS,Syn45,9Cl-PF3ONS,Oak8,Syn32,11Cl-PF3OUDS,Syn53,4_2FTS,PFNS,SUM(PFAS)
MRT_1341_038,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
IDR_0073_005,2.8,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
IDR_1720_021,5.2,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3
MRT_0142_003,5,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7
MRT_0154_011,13,2.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6
MRT_0185_016,3.8,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3
MRT_1308_028,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
MRT_1309_029,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
MRT_1310_030,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
MRT_1327_034,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
MRT_1361_044,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
MRT_1362_045,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
CLR_1946_103,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
VOL_0942_003,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
VOL_1079_006,4.5,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7
VOL_1080_007,4,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3
DIX_0113_005,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
IDR_0069_001,3.9,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
IDR_0070_002,4.6,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
IDR_0089_010,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
IDR_1407_012,4.2,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
IDR_1409_014,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
IDR_1719_020,5.4,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1
MRT_0139_001,3.7,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7
MRT_0146_006,6.2,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7
MRT_0147_007,7,2.7,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8
MRT_0150_010,2.9,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
MRT_0176_013,4,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8
MRT_0178_014,4.8,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3
MRT_0179_015,5.9,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3
MRT_0186_017,9.2,2.9,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
MRT_0245_018,6.7,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8
MRT_0246_019,2.5,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
MRT_0745_021,5.3,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2
MRT_0747_023,3.9,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
MRT_0748_024,5,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
MRT_0749_025,6.7,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1
MRT_1292_027,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
MRT_1324_031,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
MRT_1326_033,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
MRT_1340_037,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
MRT_1353_041,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
MRT_1363_046,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
MRT_1369_049,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
MRT_1370_050,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
VOL_0730_002,4.8,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7
VOL_0946_004,4.2,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
VOL_1078_005,6.1,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
VOL_1081_008,4.2,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7
CIT_1167_033,5.4,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2
FLG_0393_010,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
IDR_1410_015,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
IDR_1413_018,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
MRT_0744_020,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
CLR_1941_102,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
CLR_1907_089,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4
ESC_1796_035,4,1.4,1.7,0.5,,3,2,,,,,1.3,,,,,,,,,,,,,,,,,,,,13.9
ESC_1799_037,2.6,1.3,1.5,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7
VOL_1092_019,1.4,,1.9,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
ESC_1808_043,1.2,,1.9,0.6,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
ESC_1813_048,1.9,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5
LAK_2284_039,2.6,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2
LAK_2287_042,5.3,,3.9,2.6,,3,3.2,,,,,,,,,,,,,,,,,,,,,,,,,18
ORA_2290_072,6.7,2.7,6.5,8,,16.9,12.1,,,,,1.9,2.1,,,,,,,,,,,,,,,,,,,56.9
LAK_2288_043,1.1,,,1,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,3.1
VOL_2272_042,4.4,1.9,3.3,4.1,,6.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,,23
BRO_2255_059,4,,5.5,2.6,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,18.7
VOL_1096_023,4.7,1.8,4.6,3,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,16.8
LAK_2281_036,5.8,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2
SAR_2248_102,2.3,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
VOL_1097_024,2.2,,2.4,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
BRO_2250_054,3,,5.3,2.6,,4.7,,,,,,0.8,,,,,,,,,,,,,,,,,,,,16.3
VOL_2275_045,1.9,,2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
BRO_2252_056,2.7,,1.7,3.5,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,13.2
LAK_2282_037,4.2,,2.8,3.3,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,11.7
SAR_2245_099,2.4,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
SAN_2200_040,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
DES_2240_007,5.6,,4.2,5.3,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,19.5
HAR_2241_001,6.4,,3.1,5,,9.9,6.4,,,,,,,,,,,,,,,,,,,,,,,,,30.9
MTE_2243_048,13.6,2.5,8,4.4,,6.4,7.1,,,,,,,,,,,,,,,,,,,,,,,,,42.1
DAD_2307_100,0.9,,1.8,0.8,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
BRO_2313_063,3.6,,6,4.5,,6.2,,,,,,1,,,,,,,,,,,,,,,,,,,,21.3
OKA_2206_060,1.3,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
VOL_1083_010,5,4.6,10.7,4.5,,16.2,9,12.4,,2.7,,,,,,,,,,,,,,,,,,,,,,65.1
VOL_1102_029,12.4,3.1,11.5,12.1,1.5,23,9.5,,,,,,,,,,,,,,,,,,,,,,,,,73.2
DAD_2301_094,3.7,,,2.8,,6,2.9,,,,,,,,,,,,,,,,,,,,,,,,,15.4
BRO_2312_062,5.7,,6.7,3.3,,7.4,4.7,,,,,,,,,,,,,,,,,,,,,,,,,27.8
BRO_2310_060,4.1,,3.3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5
DAD_2304_097,3.9,2.6,10.2,2.4,,13.4,12.8,,,,,1.9,,,,,,,,,,,,,,,,,,,,47.2
DAD_2300_093,3.7,,4.4,2.9,,10.9,9.9,,,,,,,,,,,,,,,,,,,,,,,,,31.8
DAD_2308_101,1.8,,2.2,0.9,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
VOL_1104_031,2.2,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
VOL_1517_032,4.3,,1.2,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4
VOL_1519_034,4.7,,2.8,7.1,,5.4,4.9,,,,,,,,,,,,,,,,,,,,,,,,,25
VOL_1533_036,0.6,,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
VOL_1084_011,2.5,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
SAN_1567_005,1.2,,3.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
SAN_1576_008,16.5,3.1,179.5,5.2,,10.8,9.1,50.7,,3.7,,,,,,,,,,,,,,,,,,,,,,278.6
VOL_1086_013,8.7,,32.7,8.2,,6.6,,9.1,,,,1.2,,,,,,,,,,,,,,,,,,,,66.5
SAN_1795_017,1.2,,3.5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
SAN_1964_026,5.5,3,7.1,2.9,,5.7,6.4,,,,,,,,,,,,,,,,,,,,,,,,,30.7
SAN_1966_028,1,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
SAN_1967_029,1.5,,1.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
SAN_1969_031,2.6,,3,3.8,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,12.8
SAN_2137_033,2.3,,3.1,0.8,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,7.9
ESC_0787_003,2,,7.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
ESC_0791_007,1.4,,1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
ESC_1111_012,4,,2.7,2.7,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,12.7
ESC_1116_015,4.7,2.3,5.7,5.8,,3.3,3.2,,,,,,,,,,,,,,,,,,,,,,,,,25
ESC_1415_016,23.7,4.1,11.8,11.1,,31.2,20.3,9.4,,,3,3.5,,,,,,,,,,,,,,,,,,,,118
ESC_1785_027,0.5,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
ESC_1794_034,4.2,,1.5,,,3.9,,,,,,1.3,,,,,,,,,,,,,,,,,,,,11
SAN_1780_011,3.4,,1.7,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,10.1
WAS_2214_004,0.7,,0.9,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,1.9
ESC_1793_033,7,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,7.9
ESC_1811_046,1,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
VOL_1094_021,2.2,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8
HOL_2195_003,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
HOL_2194_002,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
OKA_2198_058,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
WAL_2213_018,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
JEF_2412_004,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
SAN_1784_015,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
SAN_1801_019,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
SAN_1802_020,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
ESC_1536_020,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
ESC_1570_021,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
ESC_1575_026,0.8,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
BAY_2186_034,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
ESC_1792_032,6.2,,2.5,2.3,,4.2,2.3,,,,,0.7,,,,,,,,,,,,,,,,,,,,18.2
ESC_1807_042,1.4,,2.7,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
ESC_1812_047,1.1,,1.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
ESC_1814_049,1.3,,,0.3,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,4.4
VOL_1093_020,0.9,,1.6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
LAK_2285_040,5.3,1.5,2.4,3.2,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,16.7
LAK_2286_041,5.8,,1.4,2.4,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,13.4
ORA_2293_075,9.8,4,10,15,5.2,19.5,7.6,10.2,,,,,,,,,,,,,,,,,,,,,,,,81.4
ORA_2292_074,8.9,3.9,8.4,6.9,,9.3,7.5,3.9,,,,,,,,,,,,,,,,,,,,,,,,48.7
VOL_2273_043,4.1,,4.3,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2
ORA_2294_076,6.5,,3.3,8.6,,6.4,3.9,,,,,,,,,,,,,,,,,,,,,,,,,28.6
BRO_2249_053,2.4,,1.6,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,11
VOL_2277_047,10.3,1.8,9.7,8.6,,9.6,6.3,,,,,,,,,,,,,,,,,,,,,,,,,46.2
VOL_2278_048,1.5,,1.3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
WAL_2211_016,1.5,,2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
VOL_1098_025,4.1,1.5,4.1,2,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,15.4
VOL_1099_026,3.6,,4.2,1.1,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,12.5
SAR_2247_101,2.7,1.5,,3.6,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,11.5
BRO_2254_058,4.8,1.8,5.8,3.6,,6.1,4.1,,,,,0.9,,,,,,,,,,,,,,,,,,,,27
BRO_2253_057,4.2,1.5,5.4,3.2,,6.8,3.6,,,,,0.8,,,,,,,,,,,,,,,,,,,,25.5
SAR_2244_098,2.8,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
OKA_2208_062,1,,,0.7,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
DAD_2305_098,4.5,1.6,4.6,3.3,,6.2,3.6,,,,,,,,,,,,,,,,,,,,,,,,,23.9
VOL_1103_030,15.7,6.9,,2.6,,15.2,5.8,,,,24.4,27.1,,,,,,,,,,,,,,,,,,,,97.6
VOL_1518_033,3.7,1.7,9.1,3.7,,7.4,,,,,,0.8,,,,,,,,,,,,,,,,,,,,26.4
VOL_1520_035,3.6,,1.6,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
SAN_0792_001,1.7,1.5,4.2,3.8,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,20.6
SAN_1113_003,3.9,,4,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
SAN_1568_006,0.6,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
VOL_1085_012,4.8,2.3,4.7,5.1,,7.6,5.4,5,,,,,,,,,,,,,,,,,,,,,,,,34.9
SAN_1782_013,5.3,3.5,7.6,2.4,,,6.6,4.3,,,,,,3.2,2.9,0.8,0.6,,,,,,,,,,,,,,,37.2
SAN_1797_018,1,,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
SAN_1858_024,1.6,,,1,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,4.9
SAN_1965_027,1.8,,2.2,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
VOL_1087_014,7.8,5.3,25.8,2.3,,11.2,10,20.4,,,,1.8,,,,,,,,,,,,,,,,,,,,84.7
SAN_1968_030,3.8,,3.5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
ESC_0785_001,1.9,1.7,2.1,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
ESC_0786_002,5.3,,8.5,4.7,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,23
ESC_0790_006,2,,2.3,1.3,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,7.3
ESC_0793_008,1.7,,0.9,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
ESC_1110_011,2.6,,,2.5,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
ESC_1114_013,7.9,1.7,7,10,,8.4,6.5,4.7,,,,,,,,,,,,,,,,,,,,,,,,46.1
VOL_1090_017,3.8,2.9,8.2,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
ESC_1573_024,1.6,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
ESC_1574_025,2.2,,2,2.1,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,8.3
ESC_1789_029,1.1,,2.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
DAD_2309_102,1.4,,4.2,,,3.3,1.9,,,,,,,,,,,,,,,,,,,,,,,,,10.8
VOL_1082_009,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
ESC_1798_036,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
ESC_1803_039,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
VOL_2274_044,2.1,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
PAL_2256_149,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
ORA_2207_061,1.2,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
HOL_2205_004,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
VOL_2279_049,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6
JAC_2197_004,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
ESC_2190_056,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ESC_2192_058,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
ESC_2191_057,0.9,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
WAL_2212_17,0.9,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
VOL_1101_028,1.6,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
WAL_2201_015,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
BAY_2185_033,0.8,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
ESC_2188_054,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
BRO_2311_061,1.8,,1.6,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,4.2
HAM_2411_009,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
SAN_1112_002,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
SAN_1569_007,3.3,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
SAN_1787_016,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
SAN_2136_032,1.2,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
VOL_1089_016,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
ESC_1416_017,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
ESC_1571_022,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
ESC_1791_031,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
VOL_1091_018,2.5,1.5,4.7,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
LAK_2283_038,2.7,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
ORA_2291_073,9.9,3.5,6.8,8,,11.2,11.7,,,,,1.4,,,,,,,,,,,,,,,,,,,,52.5
VOL_2271_041,2,,,1.2,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,6.6
OKA_2209_063,2.4,,19.5,2,,3.2,2.7,5.2,,,,,,,,,,,,,,,,,,,,,,,,35
WAS_2204_003,0.7,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
SAR_2246_100,2.3,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
VOL_1100_027,10.8,3.6,17.5,5.6,,10.7,8.7,12.4,,,,1.1,,,,,,,,,,,,,,,,,,,,70.6
MTE_2242_047,1.4,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
DAD_2295_088,6.2,,13.9,15.8,,5.6,2.9,,,,,0.9,,,,,,,,,,,,,,,,,,,,45.2
SAN_1963_025,2.3,,3.1,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
ESC_0789_005,4.4,,3.1,4.2,,4.7,3.9,,,,,,,,,,,,,,,,,,,,,,,,,20.3
ESC_0794_009,5.1,,1.9,4.1,,5.4,,5.2,,,,,,,,,,,,,,,,,,,,,,,,21.7
ESC_1115_014,8.2,2.8,10.9,5,,8.4,11.4,14.6,,,,0.7,,,,,,,,,,,,,,,,,,,,62.1
ESC_1572_023,4.6,1.4,1.8,0.3,,4.3,2.9,,,,,1.6,,,,,,,,,,,,,,,,,,,,16.9
BRO_2251_055,0.5,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,2
ESC_1800_038,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
ESC_1805_041,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
ESC_1815_050,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7
TAY_2421_011,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
ESC_1417_018,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8
SEM_2462_025,3.3,,2.1,4.8,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,12.1
VOL_2502_063,3.4,,2.8,2.8,,,,,,,,,,,,,,4.9,,4.7,,,,,,,,,,,,18.5
POL_2535_040,10.7,1.1,6.3,7.6,,8.8,6.2,6.7,,,,0.5,,,,,,1.7,,9.2,,,,,,,,,,,,58.7
VOL_2503_064,4.1,,3.9,3.7,,,,,,,,,,,,,,3.8,,7.8,,,,,,,,,,,,23.3
VOL_2475_058,3.2,,2.2,4.3,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,11.5
POL_2538_043,8.3,,4,6.6,,9.9,,,,,,0.6,,,,,,,,,,,,,,,,,,,,29.4
PUT_2509_019,3,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
POL_2531_036,9.8,,9.5,12.6,,,,7.9,,,,,,,,,,,,15,,,,,,,,,,,,54.8
WAK_2566_027,2.3,,2.9,1.6,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
BAY_2569_042,2.3,,3.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
HIG_2555_026,3.8,,2.5,3.7,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,13.9
PIN_2497_138,6.1,,14.3,7.7,,,5.1,,,,,1,,,,,,,,,,,,,,,,,,,,34.2
VOL_2512_065,3.4,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
POL_2541_046,9,,4.8,11.2,,,5.4,3.9,,,,,,,,,,,,5.8,,,,,,,,,,,,40
PUT_2507_017,3.6,,2.2,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4
BAY_2423_036,2.7,,2.7,1.8,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
POL_2552_057,6.7,2.5,8.1,6.2,,9.6,5.5,,,,,1.1,,,,,,,,6,,,,,,,,,,,,45.8
POL_2550_055,1.9,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
IDR_2492_030,2.9,,6.2,1.7,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,12.1
IDR_2491_029,3.7,,3,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1
FLG_2486_024,2.3,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
HIL_2441_093,3.3,,2.5,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
POL_2547_052,3.3,,1.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
POL_2539_044,9.4,,4.4,13.4,,,,5.1,,,,0.5,,,,,,,,8.5,,,,,,,,,,,,41.2
POL_2530_035,3.9,,,4,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,11.9
POL_2549_054,4.5,,2.2,3.2,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,12.2
PUT_2510_020,2.6,,1.6,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
POL_2529_034,3.3,,1.8,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
POL_2528_033,7.4,,2.8,5.5,,7.4,6.1,5.2,,,,,,,,,,,,4.9,,,,,,,,,,,,39.3
WAK_2564_025,2.4,,3.5,2.7,,,,,,,,,,,,,,,,5.6,,,,,,,,,,,,14.2
HIG_2517_021,6.2,,4.3,6.3,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,21.4
IDR_2324_025,2.3,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
GAD_2385_006,3.1,,2,1.9,,,2.1,,,,,0.4,,,,,,,,,,,,,,,,,,,,9.6
PIN_2500_141,3.3,1.2,5.6,2.7,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,16.4
POL_2607_059,3.4,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
PAS_2602_033,2.4,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
HIL_2591_103,3.5,,5.1,3,,4.7,,,,,,0.5,,,,,,,,,,,,,,,,,,,,16.9
