Sample_ID,PFOA,PFNA,PFOS,PFBS,FBSA,PFHxA,PFHpA,PFHxPA,NADONA,FHxSA,Syn35,PFDA,PFDoA,Oak6,Oak10,Syn72,6_6PFPi,PFPrS,PFPeS,PFHxS,P4MOA,PFUdA,PFECHS,Syn45,9Cl-PF3ONS,Oak8,Syn32,11Cl-PF3OUDS,Syn53,4_2FTS,PFNS,SUM(PFAS)
GLA_1258_050,2.2,,,1.4,,4.9,2.6,,,,,,,,,,,,,,,,,,,,,,,,,11.2
GLA_1260_052,2.3,,,2.8,,5.3,3,,,,,,,,,,,,,,,,,,,,,,,,,13.5
GLA_2049_053,2.2,,4.7,1.8,,4.9,2.8,,,,,,,,,,,,,,,,,,,,,,,,,16.4
GLA_2051_055,2,,,1.2,,4.2,2.7,,,,,,,,,,,,,,,,,,,,,,,,,10.1
GLA_2056_057,2.2,,,1.2,,4.1,2.4,,,,,,,,,,,,,,,,,,,,,,,,,9.8
LAK_0498_004,3.1,3.8,,9.4,,5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,24
LAK_0513_008,3.8,,4.1,5.2,,6.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,,22.6
LAK_0520_013,3.7,,3.9,3.4,,5.6,3,,,,,,,,,,,,,,,,,,,,,,,,,19.6
LAK_0528_016,3.5,,3.8,2.5,,4.9,2.6,,,,,,,,,,,,,,,,,,,,,,,,,17.3
LAK_0530_018,2.3,,,2,,4.5,2.9,,,,,,,,,,,,,,,,,,,,,,,,,11.7
LAK_1049_019,10.3,,,9.6,,7.2,5.9,9.1,,,,,,,,,,,,6.5,,,,,,,,,,,,48.6
LAK_1056_022,5.4,4.8,6.5,2.6,,6.3,4.1,,,,,,,,,,,,,,,,,,,,,,,,,29.7
LAK_1459_024,3,4,,1.6,,3.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,,15.2
SUW_1680_011,1.2,,,0.6,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
LAK_1461_026,3.2,4.3,4.9,3.4,,4,2.3,,,,,,,,,,,,,,,,,,,,,,,,,22.1
LAK_1463_028,2.5,3.9,,1.2,,3.3,2.2,,,,,,,,,,,,,,,,,,,,,,,,,13.2
LAK_1834_032,2.3,3.8,,1.4,,3.5,2.2,,,,,,,,,,,,,,,,,,,,,,,,,13.2
GLA_0249_001,1.9,,,0.9,,3.2,1.9,,,,,,,,,,,,,,,,,,,,,,,,,7.9
MAO_0274_002,,,,0,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
MAO_0279_005,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
MAO_0349_006,4.2,4.5,4.9,2,,5,2.9,,,,,,,,,,,,,,,,,,,,,,,,,23.4
MAO_0874_011,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
MAO_0947_019,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
MAO_0948_020,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
MAO_0951_023,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
HEN_1945_013,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
HAM_1435_004,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
GLA_1232_033,1.7,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
SUW_1433_009,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
OSC_0838_013,28,15.3,110,14.1,4.1,37.8,24.4,97.9,,29.1,5.1,6.6,0.2,,,,,5.8,20.4,122.5,,2.7,,,,,,,,,,524
LAK_0522_014,3.4,,,10.7,,5.7,2.9,,,,,,,,,,,,,,,,,,,,,,,,,22.6
GLA_1207_008,2.9,,,0.9,,6.3,3.2,,,,,,,,,,,,,,,,,,,,,,,,,13.4
MAO_0887_013,2.7,,,1.3,,4,2.3,,,,,,,,,,,,,,,,,,,,,,,,,10.3
MAO_0949_021,3.2,,5.6,4,,5.1,2.6,9.7,,,,,,,,,,,,9.3,,,,,,,,,,,,39.5
OSC_0298_004,1.5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
HEN_1253_007,2.6,,,2.6,,5.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,,13.8
HEN_1943_011,2.6,4,4.5,0.4,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,13.9
HIG_1072_001,3.8,3.8,3.7,3.9,,5.9,3.8,,,,,,,,,,,,,4.3,,,,,,,,,,,,29.3
HIG_2020_006,2.2,,,0.7,,3.5,2.1,,,,,,,,,,,,,,,,,,,,,,,,,8.5
HIG_2025_011,2.2,,4.1,1.2,,3.6,2,,,,,,,,,,,,,,,,,,,,,,,,,13.1
GLA_1221_022,2.8,,,1.4,,5.8,3.3,,,,,,,,,,,,,,,,,,,,,,,,,13.3
GLA_1234_035,2.6,,,1.8,,5.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,,13
GLA_1235_036,2.8,,,2,,5.9,3.2,,,,,,,,,,,,,,,,,,,,,,,,,13.9
GLA_1237_038,2.2,,,1.1,,4.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,11.1
GLA_1246_044,2,,,1.1,,4,2.3,,,,,,,,,,,,,,,,,,,,,,,,,9.5
LAK_0350_001,5.4,4.6,5.1,4.4,,6.1,4.2,,,,,,,,,,,,,,,,,,,,,,,,,29.9
LAK_1055_021,3.3,,,1.4,,4.4,2.8,,,,,,,,,,,,,,,,,,,,,,,,,12
LAK_1460_025,2.7,4,,1.6,,4,2.3,,,,,,,,,,,,,,,,,,,,,,,,,14.6
LAK_1464_029,2.7,,,1.4,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,7.7
MAO_0276_004,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
MAO_0892_018,2.4,6.1,,,,3.8,2.3,,,,,4.2,,,,,,,,,,1.8,,,,,,,,,,20.5
MAO_1532_030,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
WAL_1582_004,1.4,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,4
MAO_0873_010,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
GIL_1427_002,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
OKA_1691_042,4.3,,31.2,2.7,1.8,8.2,2.9,18,,10.5,,,,,,,,4.5,,14.6,,,,,,,,,,,,98.5
STJ_0406_013,5.1,2.6,16.9,4.5,,9,4.2,25.8,,,,,,,,,,5.3,,26.2,,1.2,,,,,,,,,,100.9
STJ_0403_010,5,1.9,6,0.2,,12.7,9.5,,1.4,,,,0.3,,5.2,,,,,,,1.1,,,,,,,4.9,,,48.1
DAD_0479_011,2.3,,6.5,0.6,,1.9,0.6,,,,,,,,,,,,,,,,,,,,,,,,,11.8
OKA_1562_033,2.7,,4.7,0.9,,2.1,0.9,8.2,,,,,,,,,,,,,,,,,,,,,,,,19.5
OKA_1866_054,3.4,,4.6,0.9,,2.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,11.8
STJ_0306_002,10.9,1.9,7.6,7,1.6,10.3,3.6,,,,,2.4,,,,,,,,,,,,,,,,,,,,45.2
DAD_0482_014,3.3,1.1,6.1,1.5,,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,,16.6
DAD_0483_015,3.5,1.2,8.7,1.7,,3.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,19.1
STJ_0408_015,8.3,1.9,11.1,7.2,1.7,9.2,4.4,10.3,,,,1.7,,,,,,,,6.3,,,,,,,,,,,,62.1
STJ_0414_021,5.7,1.9,8,5.4,,5.7,2.7,7.6,,,,,,,,,,,,,,,,,,,,,,,,37.1
STJ_0555_027,3.6,1.2,3.7,1.1,,3.4,1.3,,,,,,,,,,,,,,,,,,,,,,,,,14.2
STJ_0861_034,4.1,1.5,6,1.9,,3,0.9,,,,,1.9,,,,,,,,,,1,,,,,,,,,,20.4
STJ_0866_039,3.3,1.3,4.5,0.3,,2.7,1.1,,,,,,,,,,,,,,,,,,,,,,,,,13.3
STJ_1125_047,3.1,1.2,4.4,0.2,,2.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,12.4
STJ_1139_048,5.1,1.3,5.5,3,,4.6,2,,,,,,,,,,,,,,,,,,,,,,,,,21.6
STJ_1141_050,3,,3.8,1.4,,2.6,1.1,,,,,,,,,,,,,,,,,,,,,,,,,12
STJ_1547_062,2.7,1.1,4.4,0.4,,2.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,12
DAD_0370_002,3.6,1.2,7.8,2.1,,3.7,1.2,,,,,1.6,,,,,,,,,,,,,,,,,,,,21.1
DAD_1004_020,5.1,1.4,8.3,1.9,,7,3.9,,,,,1.9,,,,,,,,,,,,,,,,,,,,29.4
WAL_1864_014,2.2,,,0.3,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
DAD_1006_022,6.9,1.8,9.5,2.3,1.4,7.5,3.7,,,,,3.1,,,,,,,,,,1.6,,,,,,,,,,37.9
DAD_1007_023,3.2,1.1,4.6,0.5,,3.1,1,,,,,1.7,,,,,,,,,,,,,,,,,,,,15.3
DAD_0371_003,4.7,1.4,8.1,3.8,,8.5,3.2,,,,,1.8,,,,,,,,,,,,,,,,,,,,31.5
DAD_1019_035,7.4,2.1,15.6,4.4,,9,4,,,,,2.7,,,,,,,,,,,,,,,,,,,,45.3
DAD_1024_040,,,6.2,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1
DAD_1027_043,7.7,1.5,16.6,5.8,,6.4,2.5,9.1,,,,1.9,,,,,,,,4.5,,,,,,,,,,,,56
DAD_1030_046,5.4,1.3,9.6,1.8,,3.8,1.5,7.6,,,,1.7,,,,,,,,,,,,,,,,,,,,32.7
DAD_0373_005,3.1,,3.9,0.4,,3.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,11.4
DAD_1611_048,3,1,6.7,2.5,,3.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,17.4
DAD_1613_050,4.2,,10.3,9.7,,2.6,1,,,,,,,,,,,,,,,,,,,,,,,,,27.8
DAD_1614_051,5.2,1.7,13,7,,6,2.9,7.6,,,,,,,,,,,,5.6,,,,,,,,,,,,49.1
DAD_1618_055,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1
DAD_1638_058,3.3,1.1,,0.6,,4.4,1.3,,,,,,,,,,,,,,,,,,,,,,,,,10.8
DAD_0375_007,3,1.6,17.9,2.4,,2.6,1.1,,,,,1.8,,,,,,,,,,,,,,,,,,,,30.4
OKA_0234_009,8,2,43.2,1.2,3.3,8.3,5.5,32.6,,16.6,,,,,,,,,,28.4,,,,,,,,,,,,149.3
OKA_0235_010,8.6,2.8,61.9,1.6,1.9,6.6,4.2,23.7,,9.8,,1.8,,,,,,,,20.4,,,,,,,,,,,,143.4
OKA_0242_017,2.3,,4.6,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,8.1
OKA_0795_018,2.6,1.2,8,,,1.6,,,,,,1.6,,,,,,,,,,,,,,,,,,,,14.9
OKA_0797_020,2.9,,6.2,,,1.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,11.8
OKA_1544_028,2.1,,5.8,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,9.4
OKA_1545_029,2.2,,7,,,1.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,11.5
OKA_1565_036,2.6,1,15.3,,,1.5,,6.6,,,,1.5,,,,,,,,,,,,,,,,,,,,28.6
OKA_1591_040,2.2,,4.6,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,8.4
OKA_1859_052,2,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
DAD_0481_013,2.5,,3.9,,,2.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,9.4
STJ_0309_005,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
STJ_0311_007,1.9,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
STJ_0405_012,13,8.9,9.8,,,180.1,84,8.9,,,,2.3,,,,,,,,4.2,,,,,,,,,,,,311.1
STJ_0410_017,2,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
STJ_0823_030,2.1,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
STJ_0824_031,2,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
STJ_0869_042,2.1,,3.4,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
STJ_1392_054,1.8,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,2.9
WAL_1860_010,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
DAD_1011_027,2,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
DAD_1639_059,4.3,1.5,6.1,,,3.4,1.1,,,,,1.6,,,,,,,,,,,,,,,,,,,,17.9
DAD_1705_063,2.3,,,,,2.4,0.7,,,,,,,,,,,,,,,,,,,,,,,,,5.3
DAD_1708_066,2,,,,,2.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,4.9
DAD_1709_067,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
DAD_1712_070,2,,,,,2.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,5.1
DAD_1927_076,2.2,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,4.9
DAD_1935_083,2.2,,3.9,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,7.6
OKA_0228_003,2.3,,3.8,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,7.9
OKA_0229_004,2.9,,3.7,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
STJ_0867_040,2.4,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
STJ_1398_058,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
STJ_1503_060,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
DAD_1924_073,2.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
DAD_1931_079,,1.3,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,3
OKA_1543_027,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9
STJ_0407_014,4.3,2.2,10.6,4.8,,6.8,2.8,14,,,,1.6,,,,,,4.3,,12.1,,,,,,,,,,,,63.4
STJ_0418_025,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4
STJ_0825_032,2.2,1.1,4.7,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,12.1
DAD_0369_001,3.3,1.3,8.8,1.8,,3.2,1.1,,,,,1.8,,,,,,,,,,,,,,,,,,,,21.3
OKA_0799_022,3.9,1.9,16.1,0.2,,7,6,11.7,,,,1.6,,,,,,,,6.7,,,,,,,,,,,,55.1
OKA_0801_024,2.7,1.1,6.7,0,,1.9,0.6,,,,,,,,,,,,,,,,,,,,,,,,,13.1
DAD_0480_012,2.2,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
OKA_1589_038,2.8,,5,0.4,,1.6,,6.9,,,,,,,,,,,,,,,,,,,,,,,,16.6
OKA_1592_041,2.2,1.1,10.6,0.1,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,15.2
OKA_1692_043,10.7,4.1,49.3,1.9,4,12.3,12.2,40,,9.4,,,,,,,,,,40.6,,,,,,,,,,,,184.5
STJ_0305_001,11.3,2.1,9.1,5.5,1.5,11.1,3.8,,,,7.2,7.2,0.4,,,,,,,,,2.3,,,,,,,,,,61.7
STJ_0330_008,4.7,1.4,5.3,1.3,,4.2,1.7,,,,,1.9,,,,,,,,,,,,,,,,,,,,20.4
STJ_0402_009,3,,,0.6,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
STJ_0404_011,4.7,1.3,5.1,1.9,,6,2.4,8.4,,,,,,,,,,,,,,,,,,,,,,,,29.8
DAD_0484_016,7.2,1.4,9,1,,4.5,2.4,,,,,1.6,,,,,,,,,,,,,,,,,,,,27.1
STJ_0731_028,2.4,,,0.8,,1.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,5.5
DAD_0485_017,7.7,1.5,11.5,1.3,,4.3,2.5,,,,,1.9,,,,,,,,,,,,,,,,,,,,30.7
STJ_0862_035,3.8,1.1,4.9,1.3,,3,1.4,,,,,,,,,,,,,,,,,,,,,,,,,15.6
STJ_0863_036,4.6,1.5,10.2,3.2,,3.7,1.5,,,,,2.2,,,,,,,,,,,,,,,,,,,,26.8
STJ_0864_037,3.3,,5.3,0.7,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,12
STJ_0939_044,2.8,1.1,,0.8,,3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,8.4
STJ_1071_046,5.5,1.1,4.4,3.5,,7.9,3.1,,,,,,,,,,,,,,,,,,,,,,,,,25.5
STJ_1140_049,4,1.2,4.9,1.9,,3.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,16.8
STJ_1534_061,3.7,,4.4,1.9,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,12.5
DAD_1005_021,6.2,1.8,10.1,2.3,,9.6,5.7,7.8,,,,2,,,,,,,,,,,,,,,,,,,,45.6
DAD_1008_024,7.2,1.9,15.1,4.9,2.4,10.5,6.1,8.8,,,,2.1,,,,,,,,3.9,,,,,,,,,,,,62.9
DAD_1010_026,2.7,1,4.6,0.1,,2.8,0.9,,,,,1.6,,,,,,,,,,,,,,,,,,,,13.6
DAD_1014_030,3.7,1.3,6.2,0.6,,4.6,1.7,,,,,1.9,,,,,,,,,,,,,,,,,,,,20
DAD_1018_034,4.4,1.1,4.7,3.6,,4.4,1.7,7.4,,,,,,,,,,,,,,,,,,,,,,,,27.3
DAD_1021_037,3.1,,15.7,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2
DAD_0372_004,3.2,1.3,7.1,0.3,,2.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,14.8
DAD_1022_038,3.8,,16,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9
DAD_1025_041,3.5,1.2,7,2.1,,4.1,2.2,,,,,,,,,,,,,,,,,,,,,,,,,20.1
DAD_1026_042,2.9,1.1,6.4,1.3,,2.8,0.9,,,,,,,,,,,,,,,,,,,,,,,,,15.3
DAD_1028_044,5.9,1.6,10,4.1,,6,2.6,,,,,1.7,,,,,,,,,,,,,,,,,,,,31.8
DAD_1610_047,13.7,2,12.8,5.3,,10.4,4.9,9.6,,,,1.7,,,,,,,,4.6,,,,,,,,,,,,65
DAD_1612_049,5,1.3,7.4,2.9,,6.3,2.9,6.8,,,,,,,,,,,,,,,,,,,,,,,,32.5
DAD_1615_052,4.5,1.3,10.1,5.9,,3.3,1.3,9.2,,,,,,,,,,,,,,,,,,,,,,,,35.7
DAD_1637_057,8.5,1.8,9.2,3.7,,8.8,5.5,,,,,2,,,,,,,,4.7,,,,,,,,,,,,44.2
DAD_1710_068,2,,,0.5,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,3.2
DAD_0477_009,2,,5,0.3,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
OKA_0230_005,11.6,2.2,7.9,9.7,,13.9,3.1,,,,,3.1,,,,,,,,,,,,,,,,,,,,51.4
OKA_0238_013,4.6,1.2,7.5,2.4,,3.7,1.8,,,,,1.6,,,,,,,,5.8,,,,,,,,,,,,28.6
OKA_0240_015,2.3,,4.6,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,8.2
OKA_0796_019,2.7,1.1,7.2,,,1.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,13.4
OKA_1560_031,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
OKA_1563_034,3,1,15,,,2.5,1.2,12.5,,10,,,,,,,,,,5.2,,,,,,,,,,,,50.5
OKA_1856_050,2.2,,4.2,,,1.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,8.5
STJ_0310_006,1.9,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
STJ_0409_016,2.2,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
STJ_0416_023,2.4,,3.8,,,1.8,0.9,,,,,,,,,,,,,,,,,,,,,,,,,8.9
DAD_0695_019,2.1,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
FRA_1472_001,3,,3.5,,,2.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,9.5
DAD_1016_032,2.6,1.1,,,,2.1,0.7,,,,,1.7,,,,,,,,,,,,,,,,,,,,8.2
DAD_1017_033,4,1.1,4.3,,,4,1.4,,,,,1.5,,,,,,,,,,,,,,,,,,,,16.3
DAD_1029_045,2.4,,4.3,,,2.1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,9.6
DAD_0374_006,2.6,1.1,5.4,,,1.9,,,,,,1.6,,,,,,,,,,,,,,,,,,,,12.6
OKA_0226_001,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
OKA_0232_007,2.3,,4.1,,,1.6,,,,,,1.7,,,,,,,,,,,,,,,,,,,,9.6
OKA_0233_008,1.9,,4.2,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
OKA_0236_011,2.4,,4.6,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
DAD_1704_062,2.2,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,3
DAD_1706_064,2.1,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,2.9
STJ_0868_041,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
STJ_1400_059,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
DAD_1923_072,2.7,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
DAD_1925_074,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
DAD_1926_075,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
DAD_1929_078,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
DAD_0376_008,2.5,1.7,10.9,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,17.5
DAD_1012_028,,,,,,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,5.4
OKA_0237_012,9,1.1,11.5,7.2,,6.6,3.4,25.7,,,,,,,,,,3.8,,25.5,,,,,,,,,,,,93.7
STJ_0940_045,3.4,1.4,6.5,1.3,,3.5,1.3,,,,,,,,,,,,,,,,,,,,,,,,,17.4
DAD_0478_010,3.9,1.1,6.5,1.5,,3.4,1,,,,,1.6,,,,,,,,,,,,,,,,,,,,19
OKA_1541_025,6.3,1.8,8,6.8,,3.7,2.3,,,,,2.2,,,,,,,,,,,,,,,,,,,,31.1
STJ_0307_003,4.1,1.2,4,1.5,,3,1.1,,,,,,,,,,,,,,,,,,,,,,,,,14.9
STJ_0553_026,3.5,1.2,,1.2,,2.9,1.3,,,,,,,,,,,,,,,,,,,,,,,,,10.1
STJ_0860_033,3.7,1.4,6,2.3,,3.5,1.3,,,,,1.5,,,,,,,,,,,,,,,,,,,,19.8
STJ_0865_038,2.8,1.1,4.3,0.2,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,10.2
STJ_0938_043,2.3,,,0.8,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,5
DAD_0486_018,7.1,1.5,10.8,1.7,,6.4,2.9,8.3,,,,1.6,,,,,,,,4,,,,,,,,,,,,44.3
WAL_1863_013,2.3,1.3,6.7,0.3,,2,,,,,,2.4,,,,,,,,,,1.2,,,,,,,,,,16.1
DAD_1013_029,3.7,1.3,5.8,1.7,,4.8,2.4,,,,,1.8,,,,,,,,,,,,,,,,,,,,21.4
DAD_1015_031,4.1,1.5,6.6,1.2,,6.1,3,,,,,1.7,,,,,,,,,,,,,,,,,,,,24.3
DAD_1020_036,3.8,1.2,4.3,0.4,,4,1.3,,,,,1.9,,,,,,,,,,,,,,,,,,,,16.8
DAD_1616_053,2.8,1.1,10.6,7.6,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,24.6
DAD_1933_081,1.9,,,0,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
OKA_0227_002,11.5,2,16.2,8.2,,7.5,4.5,8.8,,,,2.7,,,,,,,,5.9,,1.2,,,,,,,,,,68.8
DAD_1711_069,2.1,,,,,2.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,5.2
OKA_0241_016,2.4,,5,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
OKA_0798_021,2.5,,4.8,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,9
OKA_1564_035,2.2,,5.3,,,1.5,,,,8.3,,,,,,,,,,,,,,,,,,,,,,17.3
OKA_1590_039,3.4,1.4,41.5,,,2.4,0.8,9.9,,8.1,,1.8,,,,,,,,4.7,,,,,,,,,,,,74.1
OKA_1857_051,2.2,,3.9,,,1.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,8.3
STJ_0411_018,2.1,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,3.4
STJ_0415_022,2.4,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
OKA_0231_006,2.3,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
DAD_1928_077,2,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,2.7
CLR_0047_001,3.6,1.2,,3.1,,2.7,1.7,,,,,,,,,,,3.1,,,,,,,,,,,,,,15.4
CLR_0467_031,22.9,1.7,2.1,5,5.1,11.7,6.1,,,,,2.1,,,,,,4.8,,8.2,,,,,,,,,,,,69.8
BAY_1443_004,12.7,7,126,10.6,6.1,12.5,8.2,34.6,,10.9,,1.8,,,,,,3,,46,,,,,,,,,,,,279.4
STL_0097_011,,,,2,4.7,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,10.1
BRO_0346_001,5.3,1.4,,3.1,,8.3,3.7,,,,,,,,,,,4.1,,,,,,,,,,,,,,25.9
BRO_0752_019,52.9,351.8,1135.2,36.7,85,129.3,43.5,321.7,,320.3,7.5,8,,,,,,17.8,53.5,364.7,,114.3,0.1,,,,,,,0.7,5.4,3048.4
STL_0094_008,5.3,1,,3.9,,2.9,2.3,,,,,,,,,,,,,,,,,,,,,,,,,15.3
BRO_0925_025,5.2,1.6,2.8,3.4,,6.6,3.2,8.5,,,,1.8,,,,,,,,,,,,,,,,,,,,33.3
BRO_0926_026,6.8,1.7,8.3,5.2,4.7,7.1,3.2,10.1,,,,2,,,,,,,,11.1,,1.2,,,,,,,,,,61.2
BRO_1064_029,7.4,2,0.1,4.2,,10.1,6.2,,,,,2.1,,,,,,,,,,,,,,,,,,,,32.1
BRO_1065_030,9.2,2.6,1.3,3.5,,16.5,13.3,,,,,2.7,,,,,,,,8.7,,,,,,,,,,,,57.8
BRO_1068_033,2,,,1.9,,2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,7.4
BRO_1070_035,4.5,1,,3.3,,4.5,1.9,,,,,,,,,,,,,,,,,,,,,,,,,15.1
BRO_1540_041,5.1,1.4,4.5,3.6,,4.2,2.2,,,,,1.8,,,,,,,,,,,,,,,,,,,,22.9
BRO_1938_044,1.9,,,1.8,,2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,6.4
CLR_0219_007,3.8,1.1,0,3.4,4.4,3.8,1.5,,,,,1.8,,,,,,,,,,1,,,,,,,,,,21
