Article (Author et al YYYY),Sample Name,Sample Type,Latitude,Longitude,Sample Date (MM/DD/YYY),Sample Time,Analysis Method,PFOS,PFOA,FBSA,PFDA,PFNA,PFHxS,PFHxA,PFHpA,PFHpS,GenX,4:2 FTS,6:2 FTS,8:2 FTS,10:2 FTS,3:3 FTCA,5:3 FTCA,7:3 FTCA,PFPA,PFPeA,PFPeS,PFBS,PFBA,PFMOPrA,PFMOBA,PFMOAA,PFO2HxA,PFO3OA,PFO4DA,PFESA BP 1,PFESA BP 2,PFDoS,PFUnDA,FOSAA,N-MeFOSE,NMeFOSAA,NMeFOSA,N-EtFOSE,NEtFOSAA,N-EtFOSA,PFDS,PFTeDA,PFHxDA,PFNS,PFTrDA,PFDoA,PFOSA,9-Cl-PF3ONS,11-Cl-PF3OUdS,PFECA-G,ADONA,PFEESA,NFDHA,PFMBA
Camacho_et_al_2024,ALC_0778_019,Surface Water,29.612292,-82.248599,,,EPA 1633,8.2,5.4,0,0,2.3,14.4,9.1,9.1,,,0,,,,,,,,,0,3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_0809_021,Surface Water,29.7128,-82.0523,,,EPA 1633,0,2.2,0,0,0.2,0,2.3,2.6,,,0,,,,,,,,,0,1.9,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_0813_022,Surface Water,29.7787,-82.1352,,,EPA 1633,0,2.1,0,0,0.2,0,0,0,,,0,,,,,,,,,0,2.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_0893_023,Surface Water,29.644802,-82.360294,,,EPA 1633,8.7,11.2,0,0,3.9,4.6,17.3,6.8,,,0,,,,,,,,,0,8.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_0894_024,Surface Water,29.643334,-82.362661,,,EPA 1633,9.4,11.1,1.7,0,3.8,0,15.7,6.9,,,0,,,,,,,,,0,6.8,,,,,,,,,,,1.5,,,,,,,,,,,0,,0.1,,0,0,,,,,
Camacho_et_al_2024,ALC_0895_025,Surface Water,29.64087,-82.349754,,,EPA 1633,16.2,21.6,0,0,2.4,7.2,26,10.6,,,0,,,,,,,,,0,15.7,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_0929_026,Surface Water,29.6366,-82.239,,,EPA 1633,8.3,5,0,0,1.9,10.8,9.2,7.8,,,0,,,,,,,,,0,3.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_0930_027,Surface Water,29.6164,-82.3361,,,EPA 1633,8.6,7.2,0,0,0.4,6.1,6.6,4.7,,,0,,,,,,,,,0,5.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_0931_028,Surface Water,29.6428,-82.3242,,,EPA 1633,4.6,5,0,0,0.7,0,7.2,4.4,,,0,,,,,,,,,0,0,,,,,,,,,,,1.5,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_0932_029,Surface Water,29.7113,-82.4552,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,1.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_0934_031,Surface Water,29.644,-82.3519,,,EPA 1633,19.8,32.3,1.8,0,3,12.3,41.1,15.2,,,0,,,,,,,,,0,21.2,,,,,,,,,,,0,,,,,,,,,,,0,,0.7,,0,0,,,,,
Camacho_et_al_2024,ALC_0935_032,Surface Water,29.5336,-82.3055,,,EPA 1633,0,1.6,0,0,0,0,0,0,,,0,,,,,,,,,0,3.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_0936_033,Surface Water,29.5112,-82.2973,,,EPA 1633,0,1.6,0,0,0.1,0,0,0,,,0,,,,,,,,,0,2.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_0937_034,Surface Water,29.6216,-82.3089,,,EPA 1633,17.8,81.2,4.4,0,4.9,48.9,67,55.9,,,0,,,,,,,,,0,17.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_0954_035,Surface Water,29.621653,-82.340072,,,EPA 1633,6.3,7.3,1.8,0,1,0,11.4,5.5,,,0,,,,,,,,,0,6.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_0955_036,Surface Water,29.6347,-82.3389,,,EPA 1633,13.6,14.8,1.8,0,1,13.3,14.3,8.9,,,0,,,,,,,,,0,15.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_0956_037,Surface Water,29.6419,-82.333,,,EPA 1633,19.7,18.4,2,0,1.4,15.2,16.3,9.9,,,0,,,,,,,,,0,16.6,,,,,,,,,,,0,,,,,,,,,,,0,,1.2,,0,0,,,,,
Camacho_et_al_2024,ALC_0957_038,Surface Water,29.6434,-82.3244,,,EPA 1633,0,4.8,0,0,0.7,0,9.3,4.7,,,0,,,,,,,,,0,3.7,,,,,,,,,,,1.3,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_0958_039,Surface Water,29.629,-82.3289,,,EPA 1633,9.5,7.9,0,0,0.7,7.4,8.8,5,,,0,,,,,,,,,0,5.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_0995_040,Surface Water,29.485931,-82.165012,,,EPA 1633,0,1.4,0,0,0,0,0.7,0,,,0,,,,,,,,,0,0.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_0996_041,Surface Water,29.455616,-82.092624,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,1.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_0997_042,Surface Water,29.479318,-82.161252,,,EPA 1633,0,1.5,0,0,0,0,0,0,,,0,,,,,,,,,0,1.7,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_0998_043,Surface Water,29.479318,-82.206627,,,EPA 1633,0,2.8,0,0,0.6,0,3.9,3.9,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1000_044,Surface Water,29.517246,-82.22171,,,EPA 1633,5.6,3.7,0,0,1,7.7,6.1,0,,,0,,,,,,,,,0,1.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1001_045,Surface Water,29.594622,-82.058055,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1074_046,Surface Water,29.64136111,-82.22466667,,,EPA 1633,9,5.1,1.2,0,2.4,10.8,7.3,7,,,0,,,,,,,,,0,1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1150_047,Surface Water,29.66636111,-82.34927778,,,EPA 1633,11.3,7,1.7,0,0.8,14.6,7,5.1,,,0,,,,,,,,,0,8.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1151_048,Surface Water,29.6635,-82.35361111,,,EPA 1633,11.7,8.4,0,0,0.8,17.1,8.6,5.2,,,0,,,,,,,,,0,11.9,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1152_049,Surface Water,29.65711111,-82.35997222,,,EPA 1633,11.2,11.5,0,0,0.7,8.7,10.4,7.3,,,0,,,,,,,,,0,12,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1153_050,Surface Water,29.65952778,-82.36855556,,,EPA 1633,9.4,6.9,2.3,0,0.2,12.5,5.8,4.1,,,0,,,,,,,,,0,12,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1154_051,Surface Water,29.66636111,-82.36402778,,,EPA 1633,8,5.5,0,0,0.2,7.7,4.6,3.7,,,0,,,,,,,,,0,5.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1155_052,Surface Water,29.67363889,-82.37216667,,,EPA 1633,8.1,6.4,0,0,0.2,8.5,5.8,4.4,,,0,,,,,,,,,0,6.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1156_053,Surface Water,29.674,-82.34475,,,EPA 1633,12.7,8.4,0,0,1,12.7,8,4.9,,,0,,,,,,,,,0,7.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1157_054,Surface Water,29.651,-82.37508333,,,EPA 1633,11,7.6,0,0,0.5,10.9,6.4,4.8,,,0,,,,,,,,,0,8.1,,,,,,,,,,,0,,,,,,,,,,,0,,2.4,,0,0,,,,,
Camacho_et_al_2024,ALC_1158_055,Surface Water,29.85172,-82.60898,,,EPA 1633,0,1.5,0,0,0,0,1,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1159_056,Surface Water,29.71087,-82.38863,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1162_057,Surface Water,29.82372,-82.64794,,,EPA 1633,3.5,1.6,0,0,0,0,0,0,,,0,,,,,,,,,0,0.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1172_058,Surface Water,29.748562,-82.39562,,,EPA 1633,0,1.6,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,4.1,,0,0,,,,,
Camacho_et_al_2024,ALC_1173_059,Surface Water,29.8798,-82.4971,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1177_060,Surface Water,29.562223,-82.058569,,,EPA 1633,0,1.7,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1468_061,Surface Water,29.56096944,-82.60626389,,,EPA 1633,0,1.2,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1495_062,Surface Water,29.67395278,-82.30238611,,,EPA 1633,11.4,11.4,0,0,1,7.8,12.4,8.3,,,0,,,,,,,,,0,6.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1496_063,Surface Water,29.69871111,-82.30545,,,EPA 1633,3.3,2.9,0,0,0,0,2.4,2.3,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1497_064,Surface Water,29.7031,-82.3017,,,EPA 1633,0,1.8,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1498_065,Surface Water,29.72316667,-82.33671389,,,EPA 1633,6.5,4.8,0,0,0.6,6,5.8,4.4,,,0,,,,,,,,,0,2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1499_066,Surface Water,29.7972,-82.32408889,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1500_067,Surface Water,29.68648056,-82.29155833,,,EPA 1633,15.8,8.4,0,0,3.3,9.5,6.6,5.4,,,0,,,,,,,,,0,2.5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1501_068,Surface Water,29.69888889,-82.27373889,,,EPA 1633,3.3,2.8,0,0,0,0,0,0,,,0,,,,,,,,,0,1.2,,,,,,,,,,,0,,,,,,,,,,,0,,0.5,,0,0,,,,,
Camacho_et_al_2024,ALC_1502_069,Surface Water,29.70309722,-82.29004167,,,EPA 1633,3.8,1.3,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1620_070,Surface Water,29.58919444,-82.15191667,,,EPA 1633,0,1.7,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1621_071,Surface Water,29.71266667,-82.05216667,,,EPA 1633,0,1.9,0,0,0,0,1.7,2.1,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1640_072,Surface Water,29.61813889,-82.25175,,,EPA 1633,12.1,5.5,0,0,2.6,12.1,7.8,7.4,,,0,,,,,,,,,0,1.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1641_073,Surface Water,29.62344444,-82.25711111,,,EPA 1633,5.5,6.5,0,0,0.3,0,0.7,0,,,0,,,,,,,,,0,7.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1643_075,Surface Water,29.63691667,-82.20194444,,,EPA 1633,8.4,5.8,0,0,2.1,13.6,8.2,7.9,,,0,,,,,,,,,0,1.5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1644_076,Surface Water,29.68777778,-82.21922222,,,EPA 1633,79.4,26.5,2.8,0,22.3,83,59,34.8,,,0,,,,,,,,,17.5,6.5,,,,,,,,,,,2.1,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1646_078,Surface Water,29.6785,-82.23519444,,,EPA 1633,34.6,10.6,1.8,0,10.5,32,24.6,18,,,0,,,,,,,,,0,2.8,,,,,,,,,,,1.7,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1647_079,Surface Water,29.65175,-82.25055556,,,EPA 1633,8.7,5.8,0,0,2.2,7.4,9.9,6.8,,,0,,,,,,,,,0,3.7,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_1685_083,Surface Water,29.58333333,-82.14927778,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_2120_084,Surface Water,29.6515,-82.320788,,,EPA 1633,9.8,9.1,1.5,0,0.5,7.2,8.4,5.7,,,0,,,,,,,,,0,9.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_2121_085,Surface Water,29.637845,-82.317197,,,EPA 1633,9.3,7.1,1.3,0,0.3,5.7,5.8,4.9,,,0,,,,,,,,,0,5.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_2122_086,Surface Water,29.621276,-82.323854,,,EPA 1633,20.1,9.3,3.8,0,0.3,5.8,23.6,8.9,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_2123_087,Surface Water,29.656915,-82.319809,,,EPA 1633,12.7,11.6,1.5,0,0.7,10.3,14.1,8.4,,,0,,,,,,,,,0,6.5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_2522_100,Surface Water,29.64112,-82.34635,,,EPA 1633,29,32.4,0,5.1,6.5,11.1,43.6,20.3,,,0,,,,,,,,,0,20.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,ALC_2623_101,Surface Water,29.6793,-82.23686,,,EPA 1633,62.4,23.6,3,0,20,63.3,39,25.5,,,0,,,,,,,,,0,6.7,,,,,,,,,,,1.3,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAK_0083_001,Surface Water,30.214696,-82.430396,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAK_1438_002,Surface Water,30.803975,-82.41869167,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAK_2159_003,Surface Water,30.34072222,-82.198,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAK_2165_004,Surface Water,30.35180556,-82.12858333,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAK_2168_005,Surface Water,30.56119444,-82.26069444,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAK_2170_006,Surface Water,30.43286111,-82.23113889,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAK_2171_007,Surface Water,30.53575,-82.24727778,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAK_2174_008,Surface Water,30.54919444,-82.17175,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAK_2177_009,Surface Water,30.52438889,-82.23013889,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAK_2181_010,Surface Water,30.56669444,-82.23291667,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1440_001,Surface Water,30.10622222,-85.60250556,,,EPA 1633,28.1,4.8,5.5,3.2,2.2,46,4.9,1.4,,,0,,,,,,,,,0,3.4,,,,,,,,,,,1.3,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1441_002,Surface Water,30.11785278,-85.59269722,,,EPA 1633,0.9,1.9,0,1.7,0.9,0,1.6,0,,,0,,,,,,,,,0,1.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1442_003,Surface Water,30.20626389,-85.70499722,,,EPA 1633,0,1.9,0,0,0,0,1.4,0,,,0,,,,,,,,,0,1.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1443_004,Surface Water,30.18889722,-85.71640833,,,EPA 1633,126,12.7,6.1,1.8,7,46,12.5,8.2,,,0,,,,,,,,,0,10.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1444_005,Surface Water,30.18847778,-85.72672222,,,EPA 1633,0,1.7,0,0,0,0,1.2,0,,,0,,,,,,,,,0,1.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1450_029,Surface Water,29.56286944,-85.24141944,,,EPA 1633,0,3.9,0,0,1.1,0,2.3,1.3,,,0,,,,,,,,,0,1.7,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1451_006,Surface Water,29.95395,-85.42448889,,,EPA 1633,0,2,0,0,0,0,1.4,0,,,0,,,,,,,,,0,1.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1452_007,Surface Water,29.96995278,-85.46450556,,,EPA 1633,0,1.7,0,0,0,0,1.4,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1593_008,Surface Water,30.316565,-85.76208,,,EPA 1633,0,0,0,0,0,0,0.9,0,,,0,,,,,,,,,0,1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1594_009,Surface Water,30.254444,-85.646935,,,EPA 1633,0,0,0,0,0,0,1,0,,,0,,,,,,,,,0,1.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1595_010,Surface Water,30.252607,-85.61145,,,EPA 1633,0,0,0,0,0,0,0.9,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1596_011,Surface Water,30.293743,-85.583259,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,1.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1597_012,Surface Water,30.133882,-85.508488,,,EPA 1633,0,0,0,0,0,0,1.1,0,,,0,,,,,,,,,0,1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1598_013,Surface Water,30.126403,-85.529366,,,EPA 1633,0,1.7,0,0,0,0,1.2,0,,,0,,,,,,,,,0,1.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1599_014,Surface Water,30.136602,-85.569952,,,EPA 1633,0,4.3,0,0,0.9,7.8,3,1.3,,,0,,,,,,,,,0,3.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1600_015,Surface Water,30.105189,-85.604018,,,EPA 1633,0,0,0,0,0,0,1.1,0,,,0,,,,,,,,,0,1.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1601_016,Surface Water,30.135338,-85.606499,,,EPA 1633,1,3.3,0,0,0,7.9,2.6,0.8,,,0,,,,,,,,,0,2.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1602_017,Surface Water,30.150886,-85.660693,,,EPA 1633,0,1.9,0,0,0,0,1.2,0,,,0,,,,,,,,,0,1.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1603_018,Surface Water,30.198582,-85.705876,,,EPA 1633,0.2,2.6,0,0,0.9,0,1.8,0,,,0,,,,,,,,,0,1.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1604_019,Surface Water,30.18528,-85.733642,,,EPA 1633,0,0,0,0,0,0,0.9,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1605_020,Surface Water,30.13281,-85.731286,,,EPA 1633,0,1.7,0,0,0,0,1.1,0,,,0,,,,,,,,,0,1.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1606_021,Surface Water,30.151114,-85.757456,,,EPA 1633,2.9,4.3,0,2.2,1.5,0,2.8,1.2,,,0,,,,,,,,,0,3.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1630_023,Surface Water,30.21323333,-85.74376667,,,EPA 1633,0,0,0,0,0,0,0.9,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1631_024,Surface Water,30.21948333,-85.76283333,,,EPA 1633,0,1.6,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1632_025,Surface Water,30.22831667,-85.76695,,,EPA 1633,0,0,0,0,0,0,0.9,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1633_026,Surface Water,30.18225,-85.73466667,,,EPA 1633,0,0,0,0,0,0,0.9,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1634_027,Surface Water,30.21118333,-85.6985,,,EPA 1633,0,1.5,0,0,0,0,1,0,,,0,,,,,,,,,0,1.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_1635_028,Surface Water,30.2545,-85.67806667,,,EPA 1633,0,0,0,0,0,0,0.9,0,,,0,,,,,,,,,0,1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_2185_033,Surface Water,30.29569,-85.85722,,,EPA 1633,0.8,0.8,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_2186_034,Surface Water,30.31511,-85.81319,,,EPA 1633,1.7,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_2187_035,Surface Water,30.43193,-85.54526,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_2423_036,Surface Water,30.2751767,-85.9880812,,,EPA 1633,2.7,2.7,0,0,0,0,3.1,0,,,0,,,,,,,,,0,1.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_2424_037,Surface Water,30.392673,-85.681079,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_2519_038,Surface Water,30.269611,-85.981556,,,EPA 1633,0,3.8,0,0,0,0,0,0,,,0,,,,,,,,,0,1.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,BAY_2520_039,Surface Water,30.251958,-85.935869,,,EPA 1633,3.1,3.7,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
