Article (Author et al YYYY),Sample Name,Sample Type,Latitude,Longitude,Sampling Year,Sample Date (MM/DD/YYY),Sample Time,Analysis Method,Sampling Depth (m),Streamflow (m3/s),PFOS,FBSA,PFOA,PFDA,PFNA,PFHxS,PFHxA,PFHpA,PFHpS,GenX,4:2 FTS,6:2 FTS,8:2 FTS,10:2 FTS,PFPeA,PFPeS,PFBA,PFBS,PFMOPrA,PFMOBA,PFMOAA,PFO2HxA,PFO3OA,PFO4DA,PFESA BP 1,PFESA BP 2,PFUnDA,N-MeFOSE,NMeFOSAA,NMeFOSA,N-EtFOSE,NEtFOSAA,N-EtFOSA,PFDoA,PFDS,PFTeDA,PFHxDA,PFNS,PFTrDA,PFOSA,9-Cl-PF3ONS,ADONA,11-Cl-PF3OUdS,PFECA-G,PFODA
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,6/29/2020,,Unnamed_SPE_LCMS_MS,,6.97,8.2,,13.9,1.3,1.4,4.2,22.8,6.9,,0.1,0,1,,,12.7,,0,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,7/5/2020,,Unnamed_SPE_LCMS_MS,,5.15,7.9,,15.6,1.4,2.1,4.4,35.8,8.5,,0.1,0,1.6,,,52.4,,15,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,7/12/2020,,Unnamed_SPE_LCMS_MS,,7.5,12.2,,14.1,2.6,2.2,5.6,28.9,11.3,,0.2,0,3,,,54.2,,9.3,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,7/20/2020,,Unnamed_SPE_LCMS_MS,,5.44,16.1,,24.9,3.5,2.6,8.1,57.7,21.5,,0.2,0,4.7,,,125.6,,23.1,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,7/27/2020,,Unnamed_SPE_LCMS_MS,,9.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,8/2/2020,,Unnamed_SPE_LCMS_MS,,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,8/10/2020,,Unnamed_SPE_LCMS_MS,,24.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,8/17/2020,,Unnamed_SPE_LCMS_MS,,47.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,8/24/2020,,Unnamed_SPE_LCMS_MS,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,8/31/2020,,Unnamed_SPE_LCMS_MS,,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,9/7/2020,,Unnamed_SPE_LCMS_MS,,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,9/14/2020,,Unnamed_SPE_LCMS_MS,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,9/21/2020,,Unnamed_SPE_LCMS_MS,,11.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,9/28/2020,,Unnamed_SPE_LCMS_MS,,16.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,10/4/2020,,Unnamed_SPE_LCMS_MS,,8.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,1/20/2020,,Unnamed_SPE_LCMS_MS,,16.82,9.2,,8.6,0.7,2,4.9,20.7,5.2,,0,0.3,1.7,,,12.3,,7.4,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,6/10/2019,,Unnamed_SPE_LCMS_MS,,,9.7,,4.9,1.3,1,3.1,19.3,9.2,,0.1,0,19.3,,,14.3,,9.9,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,6/17/2019,,Unnamed_SPE_LCMS_MS,,,7.2,,7.9,2.1,1.5,4.2,35.1,13.5,,0.2,0,7.1,,,19.3,,15.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,6/24/2019,,Unnamed_SPE_LCMS_MS,,,10.4,,13.8,3.5,2,5.5,96.2,53,,0.5,0.4,1.5,,,56.3,,36.6,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,7/1/2019,,Unnamed_SPE_LCMS_MS,,,10.3,,17.1,4.1,2.6,6.1,133.5,64.7,,0.6,0.4,9.4,,,71.9,,41.6,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,7/8/2019,,Unnamed_SPE_LCMS_MS,,,7.9,,8.6,1.8,1.7,2.5,38.6,21.5,,0.1,0,0.7,,,21.7,,16.1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,7/15/2019,,Unnamed_SPE_LCMS_MS,,,14.2,,26.1,4.4,3.5,7.4,131.4,66.9,,0.1,0,2,,,67.7,,47.2,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,7/22/2019,,Unnamed_SPE_LCMS_MS,,,16.4,,33.7,7.2,6,9.2,188.7,150.6,,0.1,0.2,43.7,,,119.3,,75.1,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,7/29/2019,,Unnamed_SPE_LCMS_MS,,,13.4,,24.9,6.3,4.1,6.7,131.6,90.1,,0.1,0.1,2.4,,,92.1,,59.3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,8/5/2019,,Unnamed_SPE_LCMS_MS,,,12.8,,16.1,3.6,2.3,6,137.9,89.2,,0.1,0,11,,,106.7,,51.5,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,8/12/2019,,Unnamed_SPE_LCMS_MS,,,12.7,,28.8,6,3.7,7.7,335.4,170.9,,0.1,0,3.3,,,204.7,,137.6,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,8/19/2019,,Unnamed_SPE_LCMS_MS,,,6.6,,11.9,3.7,2.1,2.4,117.2,68.6,,0.1,0.1,23.3,,,75.3,,48.1,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,8/26/2019,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,9/9/2019,,Unnamed_SPE_LCMS_MS,,,14.3,,36.3,5.7,5.3,9.6,416.8,216.4,,0.1,0.4,63.2,,,257.5,,160.5,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,9/16/2019,,Unnamed_SPE_LCMS_MS,,,16.9,,30.6,4.1,7.3,11.5,149.1,45.6,,0.1,0,2.9,,,86.6,,56.8,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,9/23/2019,,Unnamed_SPE_LCMS_MS,,,18.4,,25.2,3.1,4.5,11.8,114.2,29.8,,0.1,0.1,72.4,,,224.3,,33.9,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,9/30/2019,,Unnamed_SPE_LCMS_MS,,,21,,34.1,3.4,4.3,13.1,295.7,61.2,,0.3,0,15.4,,,167.8,,77.7,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,10/7/2019,,Unnamed_SPE_LCMS_MS,,,19.7,,23.7,2.9,3.6,10.5,187,46.5,,0.1,0.3,59.4,,,122,,50.3,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,10/14/2019,,Unnamed_SPE_LCMS_MS,,,19.3,,26.8,1.9,4.4,11,148.1,32,,0.1,0,4.8,,,104.4,,10.7,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,10/21/2019,,Unnamed_SPE_LCMS_MS,,,17.7,,11,3.7,3.5,7.5,23.9,11.6,,2,1.7,0,,,16.7,,31,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,10/28/2019,,Unnamed_SPE_LCMS_MS,,,14.5,,15.7,2.4,2.1,11.7,57.9,18.9,,0,0,1.3,,,33.4,,23.7,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,11/4/2019,,Unnamed_SPE_LCMS_MS,,,7,,6.7,0.7,0.8,3.3,32,10.8,,0,0.1,3.8,,,18.5,,17.8,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,11/11/2019,,Unnamed_SPE_LCMS_MS,,,10.7,,22,2.8,1.9,6.5,311.4,92.2,,0.2,0,2.6,,,140.7,,121.1,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,12/2/2019,,Unnamed_SPE_LCMS_MS,,,7.4,,5.2,0.7,1,2.9,26.4,8.6,,0,0,0.3,,,12.4,,11.2,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,12/16/2019,,Unnamed_SPE_LCMS_MS,,,7.8,,6.5,0.6,0.8,4.4,41,8.7,,0,0,0.6,,,20,,17.9,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,1/6/2020,,Unnamed_SPE_LCMS_MS,,,9.1,,7,0.6,0.7,5.3,24,6.8,,0,0,0.9,,,9.3,,10.5,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,1/21/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,2/3/2020,,Unnamed_SPE_LCMS_MS,,,13.3,,12.6,1.4,2,5.3,47.1,21.3,,0,0.2,1.6,,,20,,16.8,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,2/17/2020,,Unnamed_SPE_LCMS_MS,,,8.1,,7,0.5,0.8,4.2,14.3,6.1,,0,0,0.9,,,4.5,,8.3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,3/2/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,3/16/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,3/30/2020,,Unnamed_SPE_LCMS_MS,,,7.7,,16.1,1.7,1.6,4.6,103.9,79.5,,0.2,0,2.1,,,143.9,,0,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,4/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,4/27/2020,,Unnamed_SPE_LCMS_MS,,,15.3,,12.2,1.3,1,8.4,70.5,49.7,,0.2,0,14.1,,,114,,0,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,5/3/2020,,Unnamed_SPE_LCMS_MS,,,5.8,,5.6,0.7,0.6,3.3,21.9,9.4,,0.1,0,0,,,32.7,,6,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,5/11/2020,,Unnamed_SPE_LCMS_MS,,,10.3,,10.8,1.3,1.1,4.9,42,10.3,,0.1,0,1.8,,,34.8,,15.1,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,5/18/2020,,Unnamed_SPE_LCMS_MS,,,9.4,,16.2,1.9,1.5,5.8,136.5,54.9,,0.1,0,1.4,,,222.9,,0,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,5/25/2020,,Unnamed_SPE_LCMS_MS,,,3.4,,2.6,0.2,0.6,1.9,6.1,3.5,,0.2,0,0,,,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,6/1/2020,,Unnamed_SPE_LCMS_MS,,,7.4,,6.3,0.8,1.5,3.1,14.5,5.8,,0,0,1.2,,,20.7,,0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,6/8/2020,,Unnamed_SPE_LCMS_MS,,,7.8,,6.7,0.5,0.7,3,7.7,4.7,,0,0,0,,,16.2,,3.3,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,6/14/2020,,Unnamed_SPE_LCMS_MS,,,8.5,,10.8,1.2,2.5,3.8,20.5,7.7,,0,0,0.1,,,30.1,,7,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,6/22/2020,,Unnamed_SPE_LCMS_MS,,,6.2,,7.6,0.6,1.4,3.2,15.2,6.1,,0,0,0.1,,,24.6,,9.1,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,6/29/2020,,Unnamed_SPE_LCMS_MS,,,10.3,,16.2,1.4,1.6,5,29.2,11.2,,0,0,1.2,,,21.9,,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,7/5/2020,,Unnamed_SPE_LCMS_MS,,,9.4,,17.9,1.5,2.5,5.3,39.2,12.8,,0.1,0,1.6,,,71.8,,16.9,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,7/12/2020,,Unnamed_SPE_LCMS_MS,,,13.7,,17.3,2.5,2.6,6.7,40.8,14.6,,0.2,0,3.4,,,79,,7.6,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,7/20/2020,,Unnamed_SPE_LCMS_MS,,,16,,26.1,3.7,2.3,8.7,65.2,23.4,,0.2,0,4.7,,,136.2,,24.2,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,7/27/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,8/2/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,8/10/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,8/17/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,8/24/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,8/31/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,9/7/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,9/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,9/21/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,9/28/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,10/4/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Downstream,Surface Water,36.095665,-79.371254,,1/20/2020,,Unnamed_SPE_LCMS_MS,,,10.4,,12.8,1.2,2.3,6.5,60.7,23.8,,0,0.3,1.8,,,30.4,,26.7,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,6/10/2019,,Unnamed_SPE_LCMS_MS,,,9.4,,3.9,0.6,0.8,2.5,6.3,3.2,,0.1,0,10.4,,,4.6,,5,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,6/17/2019,,Unnamed_SPE_LCMS_MS,,,7.5,,5.2,0.8,0.9,3.6,13.9,6.8,,0,0,1.9,,,10.4,,6.7,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,6/24/2019,,Unnamed_SPE_LCMS_MS,,,13.3,,11.2,2.1,1.8,6.1,60.2,32.5,,0.6,0.5,1.4,,,32.6,,21.8,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,7/1/2019,,Unnamed_SPE_LCMS_MS,,,10.4,,14.2,2.4,2,5.5,95.4,51.5,,0.5,0.5,2.2,,,51.4,,44,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,7/8/2019,,Unnamed_SPE_LCMS_MS,,,12.1,,11.9,2.5,2.4,3.3,36.4,18.6,,0,0,0.8,,,19,,15,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,7/15/2019,,Unnamed_SPE_LCMS_MS,,,10.6,,17.9,2.1,2.2,6,70.2,37,,0.1,0,0.9,,,35.6,,27.1,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,7/22/2019,,Unnamed_SPE_LCMS_MS,,,12.2,,22.8,3.4,3.3,7.9,120.6,94.8,,0.1,0.1,21.7,,,84.9,,43.2,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,7/29/2019,,Unnamed_SPE_LCMS_MS,,,11.4,,13.8,2.6,2.1,5.2,58.8,45.6,,0,0,1.3,,,43.2,,26.1,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,8/5/2019,,Unnamed_SPE_LCMS_MS,,,10.9,,10,1.5,1.4,5.5,75.4,46.3,,0,0,5.8,,,59.9,,26.2,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,8/12/2019,,Unnamed_SPE_LCMS_MS,,,10.7,,17.9,2.7,2.2,7.2,181.6,102.3,,0.1,0,1.5,,,112.5,,68.4,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,8/19/2019,,Unnamed_SPE_LCMS_MS,,,8.4,,8.7,2.2,1.8,2.4,54.8,31.2,,0.1,0,7.6,,,38.4,,20.2,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,8/26/2019,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,9/9/2019,,Unnamed_SPE_LCMS_MS,,,10.6,,21.3,2.5,2.9,7.9,201.9,123.2,,0,0.2,27.4,,,124.2,,68.4,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,9/16/2019,,Unnamed_SPE_LCMS_MS,,,14.4,,21.5,2.9,4.1,9.7,101.9,33.2,,0,0,1.3,,,67.9,,35.4,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,9/23/2019,,Unnamed_SPE_LCMS_MS,,,16.6,,22.3,2.7,3.6,10.9,71.5,22.9,,0.1,0.1,48.8,,,58.4,,26.4,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,9/30/2019,,Unnamed_SPE_LCMS_MS,,,16.4,,19.9,2.1,2.8,10.1,219.1,52.7,,0.2,0,5.8,,,135,,44.5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,10/7/2019,,Unnamed_SPE_LCMS_MS,,,16.8,,22.9,2.6,3.3,9.8,152.3,40.3,,0.1,0.2,60.4,,,92.3,,50.7,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,10/14/2019,,Unnamed_SPE_LCMS_MS,,,19.6,,27.7,2.2,3.4,11.5,164.9,36.2,,0.1,0,5.3,,,111.2,,9.2,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,10/21/2019,,Unnamed_SPE_LCMS_MS,,,16.9,,9.4,3.4,2.8,5.3,19.4,9.3,,1.8,1.7,0,,,12.4,,45.4,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,10/28/2019,,Unnamed_SPE_LCMS_MS,,,8,,8.1,1,0.9,5.5,29.8,8.2,,0,2.3,0,,,18,,13.1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,11/4/2019,,Unnamed_SPE_LCMS_MS,,,7.1,,10.5,1.1,1.1,4.1,110.5,35,,0,0.2,13.2,,,56.6,,45.8,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,11/11/2019,,Unnamed_SPE_LCMS_MS,,,12.2,,16.9,1,1.5,6.7,150.6,52.6,,0.2,0,2,,,222.5,,67.9,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,12/2/2019,,Unnamed_SPE_LCMS_MS,,,5.5,,3.7,0.4,0.7,2,8.8,3,,0,0,0.3,,,4.4,,5.3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,12/16/2019,,Unnamed_SPE_LCMS_MS,,,6.6,,5,0.3,0.6,4.3,14.1,3,,0,0,0.1,,,6.4,,5.4,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,1/6/2020,,Unnamed_SPE_LCMS_MS,,,9.3,,5.4,0.5,0.8,4.1,8.7,2.7,,0,0,0.5,,,3.4,,3.6,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,1/21/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,2/3/2020,,Unnamed_SPE_LCMS_MS,,,7.8,,7,0.7,0.9,4,17.6,7.1,,0,0.2,0.8,,,8.3,,8.6,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H1,Surface Water,36.018147,-79.365121,,2/17/2020,,Unnamed_SPE_LCMS_MS,,,6,,4.8,0.4,0.5,3,9,3.8,,0,0,0.6,,,2.7,,3.9,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
