Article (Author et al YYYY),Sample Name,Sample Type,Latitude,Longitude,Sampling Year,Sample Date (MM/DD/YYY),Sample Time,Analysis Method,Sampling Depth (m),Streamflow (m3/s),PFOS,FBSA,PFOA,PFDA,PFNA,PFHxS,PFHxA,PFHpA,PFHpS,GenX,4:2 FTS,6:2 FTS,8:2 FTS,10:2 FTS,PFPeA,PFPeS,PFBA,PFBS,PFMOPrA,PFMOBA,PFMOAA,PFO2HxA,PFO3OA,PFO4DA,PFESA BP 1,PFESA BP 2,PFUnDA,N-MeFOSE,NMeFOSAA,NMeFOSA,N-EtFOSE,NEtFOSAA,N-EtFOSA,PFDoA,PFDS,PFTeDA,PFHxDA,PFNS,PFTrDA,PFOSA,9-Cl-PF3ONS,ADONA,11-Cl-PF3OUdS,PFECA-G,PFODA
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,8/19/2019,,Unnamed_SPE_LCMS_MS,,19.5,33.12,,30.19,5.46,8.46,8.86,178.55,118.46,,0.11,0,1.38,,,121.85,,48.46,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,8/26/2019,,Unnamed_SPE_LCMS_MS,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,9/9/2019,,Unnamed_SPE_LCMS_MS,,3.9,8.07,,17.65,0.9,1.78,6.86,144.23,78.52,,0.13,0,0,,,116.95,,56.27,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,9/16/2019,,Unnamed_SPE_LCMS_MS,,3.1,10.52,,26.06,1.63,2.66,9.05,276.87,166.22,,0,0.04,2.68,,,169.82,,67.91,8.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,9/23/2019,,Unnamed_SPE_LCMS_MS,,2.5,17.13,,25.59,2.1,3.59,9.36,154.44,69.16,,0.12,0.06,1.23,,,96.82,,59.41,13.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,9/30/2019,,Unnamed_SPE_LCMS_MS,,4.7,15.52,,23.06,2.38,3.6,9.08,88.96,26.47,,0.1,0.01,1.21,,,45.47,,40.25,17.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,10/7/2019,,Unnamed_SPE_LCMS_MS,,2.1,18.7,,25.71,2.98,3.49,11.02,176.24,54.85,,0.29,0.04,5.85,,,97.86,,47.06,17.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,10/14/2019,,Unnamed_SPE_LCMS_MS,,2.7,,,,,,,,,,,,,,,,,12.68,13.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,10/21/2019,,Unnamed_SPE_LCMS_MS,,45.3,21.9,,17.52,4.25,3.21,7.23,28.06,14.01,,1.71,1.63,0,,,17.49,,59.74,10.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,10/28/2019,,Unnamed_SPE_LCMS_MS,,4.8,9.99,,8,1.48,1.28,3.56,15.22,6.11,,0,0,0.1,,,9.89,,7.72,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,11/4/2019,,Unnamed_SPE_LCMS_MS,,20,6.03,,5.13,0.39,0.83,1.67,19.95,8.72,,0.14,0,0.37,,,40.87,,12.8,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,11/11/2019,,Unnamed_SPE_LCMS_MS,,5.8,8.93,,11.11,0.99,1.03,3.9,145.12,50.38,,0,0,1.42,,,66.51,,21.97,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,12/2/2019,,Unnamed_SPE_LCMS_MS,,162.8,8.24,,6.17,0.52,0.94,2.55,10.19,3.65,,0,0,0.29,,,5.21,,5.12,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,12/16/2019,,Unnamed_SPE_LCMS_MS,,83.8,10.05,,7.09,0.37,0.91,3.56,9.13,2.65,,0,0.01,0.12,,,3.74,,3.08,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,1/6/2020,,Unnamed_SPE_LCMS_MS,,63.1,9.42,,7.58,0.47,0.78,3.38,5.63,2.6,,0,0.01,0.29,,,1.93,,2.4,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,1/20/2020,,Unnamed_SPE_LCMS_MS,,30.9,12.18,,11.76,0.53,0.97,4.32,20.71,10.67,,0,0.25,0.98,,,9.24,,8.92,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,1/21/2020,,Unnamed_SPE_LCMS_MS,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,2/3/2020,,Unnamed_SPE_LCMS_MS,,39.4,13.63,,15.27,0.56,1.05,4.79,17.39,8.62,,0,0.26,0.41,,,7.83,,6.9,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,2/17/2020,,Unnamed_SPE_LCMS_MS,,67.4,7.09,,6.45,0.32,0.49,2.94,5.56,2.53,,0.02,0,0.4,,,1.25,,3.21,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,3/2/2020,,Unnamed_SPE_LCMS_MS,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,3/16/2020,,Unnamed_SPE_LCMS_MS,,17.8,23.69,,19.75,1.46,2.22,4.92,44.55,66.46,,0,0,1.31,,,46.09,,0,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,3/30/2020,,Unnamed_SPE_LCMS_MS,,35.1,6.85,,7.28,0.42,0.53,2.81,12.08,9.38,,0.11,0,0.03,,,25.11,,0,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,4/14/2020,,Unnamed_SPE_LCMS_MS,,114.1,6.51,,6.5,0.48,0.66,2.28,11.58,7.16,,0.18,0,0.03,,,10.24,,0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,4/27/2020,,Unnamed_SPE_LCMS_MS,,26.4,11.14,,11.49,0.9,0.8,4.09,40.36,44.17,,0.17,0,0.05,,,49.34,,0,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,5/3/2020,,Unnamed_SPE_LCMS_MS,,55.2,7.48,,5.41,0.33,0.51,2.66,8.69,5.43,,0,0,0.05,,,11.21,,0,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,5/11/2020,,Unnamed_SPE_LCMS_MS,,13.8,25.2,,10.48,1.18,1.58,3.97,20.91,6.47,,0.17,0,0.08,,,13.73,,0,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,5/18/2020,,Unnamed_SPE_LCMS_MS,,10,21.16,,13.94,1.11,1.49,4.51,89.61,67.1,,0.16,0,0.86,,,48.81,,0,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,5/25/2020,,Unnamed_SPE_LCMS_MS,,183.2,8.15,,5.99,0.35,0.52,2.3,5.32,3.02,,0.16,0,0,,,0,,0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,6/1/2020,,Unnamed_SPE_LCMS_MS,,49.3,12.35,,9.76,0.98,0.96,4.63,18.73,6.57,,0.09,0,0.43,,,26.75,,0,7.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,6/8/2020,,Unnamed_SPE_LCMS_MS,,25.4,7,,4.92,0.75,1.12,2.47,10.99,4.22,,0.11,0,0.03,,,16.08,,7.02,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,6/14/2020,,Unnamed_SPE_LCMS_MS,,25,9.6,,8.47,0.55,0.8,3.14,9.85,5.42,,0.09,0,0.06,,,0,,6.82,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,6/22/2020,,Unnamed_SPE_LCMS_MS,,38.8,11.04,,7.34,0.9,1.34,2.11,0,2.71,,0,0,0.07,,,0,,13.54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,6/29/2020,,Unnamed_SPE_LCMS_MS,,12.4,15.75,,18.53,1.35,2.48,4.73,11.38,6.69,,0,0,0.43,,,17.7,,0,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,7/5/2020,,Unnamed_SPE_LCMS_MS,,8.5,12.38,,20.72,1.56,2.37,5.54,31.75,12.53,,0,0,0.67,,,44.36,,10.2,20.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,7/12/2020,,Unnamed_SPE_LCMS_MS,,12.7,58.27,,32.14,6.29,11.77,6.18,35.53,18.79,,0.15,0.01,1.24,,,75.82,,10.94,21.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,7/20/2020,,Unnamed_SPE_LCMS_MS,,9.8,17.5,,21.16,1.99,2.34,5.54,34.72,12.46,,0.14,0.01,1.31,,,94.34,,10.83,19.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,7/27/2020,,Unnamed_SPE_LCMS_MS,,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,8/2/2020,,Unnamed_SPE_LCMS_MS,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,8/10/2020,,Unnamed_SPE_LCMS_MS,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,8/17/2020,,Unnamed_SPE_LCMS_MS,,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,8/24/2020,,Unnamed_SPE_LCMS_MS,,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,8/31/2020,,Unnamed_SPE_LCMS_MS,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,9/7/2020,,Unnamed_SPE_LCMS_MS,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,9/14/2020,,Unnamed_SPE_LCMS_MS,,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,9/21/2020,,Unnamed_SPE_LCMS_MS,,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,9/28/2020,,Unnamed_SPE_LCMS_MS,,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Bynum,Surface Water,35.765778,-79.135805,,10/4/2020,,Unnamed_SPE_LCMS_MS,,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,6/10/2019,,Unnamed_SPE_LCMS_MS,,,1.2,,1.5,0.2,0.3,0.3,0.6,0.8,,0.1,0,1,,,0.4,,1.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,6/17/2019,,Unnamed_SPE_LCMS_MS,,,1.3,,2.6,0.1,0.4,0.2,0.9,1.5,,0,0,0,,,1,,1.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,6/24/2019,,Unnamed_SPE_LCMS_MS,,,1.5,,2.3,0.4,0.6,0.7,1.1,0.9,,0.5,0.4,0.7,,,1.2,,1.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,7/1/2019,,Unnamed_SPE_LCMS_MS,,,1.2,,4.1,0.5,0.5,1.4,2.3,2.5,,0.5,0.5,0.6,,,1,,1.6,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,7/8/2019,,Unnamed_SPE_LCMS_MS,,,1.1,,6.7,0,0.2,1.4,3,3.7,,0,0,0,,,0.9,,1.5,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,7/15/2019,,Unnamed_SPE_LCMS_MS,,,0.9,,5.8,0,0.3,1.6,2.9,3.5,,0,0,0,,,1,,1.7,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,7/22/2019,,Unnamed_SPE_LCMS_MS,,,1.6,,6.7,0.1,0.3,1.5,3.4,6,,0,0,0,,,1.5,,2,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,7/29/2019,,Unnamed_SPE_LCMS_MS,,,0.8,,5.6,0,0.2,1.6,2.6,4.4,,0,0,0,,,0.8,,1.4,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,8/5/2019,,Unnamed_SPE_LCMS_MS,,,0,,4.1,0,0.2,1,2.2,2.5,,0,0,0,,,0.7,,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,8/12/2019,,Unnamed_SPE_LCMS_MS,,,1.5,,7,0,0.3,2.2,4.6,5.5,,0,0,0.1,,,1.5,,1.6,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,8/19/2019,,Unnamed_SPE_LCMS_MS,,,0.9,,5.1,0,0.2,1.1,2.3,3,,0.1,0,0.1,,,0,,2,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,8/26/2019,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,9/9/2019,,Unnamed_SPE_LCMS_MS,,,0,,8.4,0,0.2,2.4,4.7,8.1,,0,0,0,,,1.2,,2.1,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,9/16/2019,,Unnamed_SPE_LCMS_MS,,,0,,10.4,0,0.2,3.3,5.7,10.1,,0.3,0,0,,,1.9,,2.1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,9/23/2019,,Unnamed_SPE_LCMS_MS,,,1.2,,20.7,0,0.5,5.5,29.7,26,,0,0,0,,,26.8,,4.2,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,9/30/2019,,Unnamed_SPE_LCMS_MS,,,3.6,,8.9,0.3,0.6,1.7,4.5,6.4,,0.1,0,2.4,,,2,,6.4,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,10/7/2019,,Unnamed_SPE_LCMS_MS,,,1.4,,7.4,0.2,0.3,2.2,4.5,6.9,,0,0,0,,,1.1,,2.1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,10/14/2019,,Unnamed_SPE_LCMS_MS,,,1.1,,9.8,0,0.3,3,5.9,9.9,,0,0,0,,,1.3,,4,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,10/21/2019,,Unnamed_SPE_LCMS_MS,,,4.2,,4.7,1.7,2,1.7,2.8,1.4,,1.6,1.7,0,,,0,,185.4,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,10/28/2019,,Unnamed_SPE_LCMS_MS,,,5.8,,10.3,0.9,1,0.5,7.1,6.9,,0,0,0,,,18.5,,4.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,11/4/2019,,Unnamed_SPE_LCMS_MS,,,0.5,,2.4,0.3,0.1,0.5,1.2,1.1,,0,0,0,,,1,,1.8,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,11/11/2019,,Unnamed_SPE_LCMS_MS,,,0.8,,2.6,0.4,0.2,0.5,3.1,2.5,,0,0,0,,,2,,0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,12/2/2019,,Unnamed_SPE_LCMS_MS,,,0,,0.7,0,0.1,0.2,0.5,0,,0,0,0,,,0,,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,12/16/2019,,Unnamed_SPE_LCMS_MS,,,0,,0.8,0,0.1,0.2,0.5,0.1,,0,0,0,,,0,,0.8,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,1/6/2020,,Unnamed_SPE_LCMS_MS,,,0,,0.9,0,0.1,0.2,0.4,0.3,,0,0,0,,,0,,0.7,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,1/21/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,2/3/2020,,Unnamed_SPE_LCMS_MS,,,0,,1.8,0.2,0,0.3,1,0,,0,0,0,,,0,,15.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,2/17/2020,,Unnamed_SPE_LCMS_MS,,,0,,1.2,0,0.1,0.2,0.6,0.4,,0,0,0,,,0,,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,3/2/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,3/16/2020,,Unnamed_SPE_LCMS_MS,,,0,,2.7,0.3,0.3,0.3,0,2.2,,0,0,0,,,0,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,3/30/2020,,Unnamed_SPE_LCMS_MS,,,0,,1.2,0,0.1,0.2,0,1.3,,0.1,0,0,,,0,,1.9,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,7/5/2020,,Unnamed_SPE_LCMS_MS,,,0,,7.9,1.3,1.2,0,22,6.5,,0,0,0.1,,,4.5,,5.5,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,7/12/2020,,Unnamed_SPE_LCMS_MS,,,0,,6.2,0.2,0.3,0.7,3.3,4.6,,0,0,0,,,1.4,,1.7,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,8/2/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,8/10/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,8/17/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,8/24/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,8/31/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,9/7/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,9/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,9/21/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,9/28/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,10/4/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,1/20/2020,,Unnamed_SPE_LCMS_MS,,,0,,1.5,0,0,0.2,0.6,0.7,,0,0.2,0,,,1.5,,0.7,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,4/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,4/27/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,5/3/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,5/11/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,5/18/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,5/25/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,6/1/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,6/8/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,6/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,6/22/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,6/29/2020,,Unnamed_SPE_LCMS_MS,,,0,,5.4,0.3,0.3,0,3.4,3.8,,0.2,0,0,,,2,,2.1,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,7/20/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCA,Surface Water,35.889845,-79.482469,,7/27/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,6/10/2019,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,0,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,6/17/2019,,Unnamed_SPE_LCMS_MS,,,32.1,,46.9,0.6,2,11,24.1,23.5,,0,0,0.2,,,13.2,,5.2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
