Article (Author et al YYYY),Sample Name,Sample Type,Latitude (Decimal),Longitude (Decimal),Sample Date (MM/DD/YYY),Sample Time,Analysis Method,PFOS,PFOA,FBSA,PFDA,PFNA,PFHxS,PFHxA,PFHpA,PFHpS,GenX,4:2 FTS,6:2 FTS,8:2 FTS,10:2 FTS,3:3 FTCA,5:3 FTCA,7:3 FTCA,PFPA,PFPeA,PFPeS,PFBS,PFBA,PFMOPrA,PFMOBA,PFMOAA,PFO2HxA,PFO3OA,PFO4DA,PFESA BP 1,PFESA BP 2,PFDoS,PFUnDA,FOSAA,N-MeFOSE,NMeFOSAA,NMeFOSA,N-EtFOSE,NEtFOSAA,N-EtFOSA,PFDS,PFTeDA,PFHxDA,PFNS,PFTrDA,PFDoA,PFOSA,9-Cl-PF3ONS,11-Cl-PF3OUdS,PFECA-G,ADONA,PFEESA,NFDHA,PFMBA,PFODA
NH_DES,199712055CB-24,Surface Water,42.8929,-71.4654,11/13/2018,,Undisclosed,6.6,9.5,,2.7,0.57,0,6.3,2.5,0,0,,1.8,,,,,,,3.6,0,0,2.3,,,,,,,,,,6.8,,,0,,0,4.7,,0,1.6,0,0,4.5,9.9,0.97,,,,0,,,,
NH_DES,199006011 SW1,Surface Water,43.1213,-70.9014,4/16/2019,,Undisclosed,0,1.6,,,0,0,0,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199006011 SW4,Surface Water,43.126,-70.9037,4/16/2019,,Undisclosed,3.9,5.2,,,0,2.1,2.3,1.8,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198812003 SW-1,Surface Water,44.0856,-71.2954,5/14/2019,,Undisclosed,0,0,,,0,0,0,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,201612036SW04,Surface Water,42.91715,-71.398633,4/27/2021,,Undisclosed,2.7,11.2,,,1.8,1.8,7,3.5,0,,,,,,,,,,12.9,,3.2,3.6,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,201612036SW04,Surface Water,42.91715,-71.398633,4/23/2020,,Undisclosed,3.4,12.6,,,3.4,3.4,6,3.4,0,,,,,,,,,,9.1,,3.4,6.9,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,201612036SW04,Surface Water,42.91715,-71.398633,4/17/2019,,Undisclosed,2.77,17.4,,,,1.04,6.74,4.11,0,,,,,,,,,,10.2,,1.79,4.29,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,NOB_052,Surface Water,42.817312,-71.345023,5/21/2019,,Undisclosed,4.1,12,,0.32,0.83,2,4.3,3.3,0,,,0,0,,,,,,3.7,,2.8,3.3,,,,,,,,,,0,,,0,,,,,0,0,0,0,0,0,,,,,,,,,
NH_DES,NOB_053,Surface Water,42.831294,-71.348052,5/21/2019,,Undisclosed,5,20,,0,1.1,2.7,8,5.4,0,,,0,0,,,,,,7.2,,3.4,5.5,,,,,,,,,,0,,,0,,,,,0,0,0,0,0,0,,,,,,,,,
NH_DES,NOB_054,Surface Water,42.847886,-71.34617,5/21/2019,,Undisclosed,5.5,11,,0.32,1,2.7,4.5,2.8,0,,,0,0,,,,,,4.2,,3.2,3.7,,,,,,,,,,0,,,0,,,,,0,0,0,0,0,0,,,,,,,,,
NH_DES,NOB_055,Surface Water,42.860143,-71.335458,5/21/2019,,Undisclosed,4.6,9.8,,0.35,0.82,2.6,4.5,2.7,0,,,0,0,,,,,,3.9,,3.1,3.2,,,,,,,,,,0,,,0,,,,,0,0,0,0,0,0,,,,,,,,,
NH_DES,NOB_056,Surface Water,42.850812,-71.373615,5/21/2019,,Undisclosed,7.4,22,,0.4,1.5,3.6,7.8,5.7,0.23,,,0,0,,,,,,6.5,,2.6,4.8,,,,,,,,,,0,,,0,,,,,0,0,0,0,0,0,,,,,,,,,
NH_DES,NOB_057,Surface Water,42.908574,-71.341373,5/21/2019,,Undisclosed,3.9,12,,0.34,0.98,2,4.5,2.9,0,,,0,0,,,,,,3.6,,2.8,3.3,,,,,,,,,,0,,,0,,,,,0,0,0,0,0,0,,,,,,,,,
NH_DES,NHP_SW-06A-0,Surface Water,42.8524,-71.4887,5/23/2019,,Undisclosed,15.8,26,,0,0,3.12,6.61,5.1,0,,,0,0,,,,,,4.21,0,4.1,0,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,NHP_SW-06A-2.5,Surface Water,42.8524,-71.4887,5/23/2019,,Undisclosed,7.49,28.1,,0,0,3.46,6.54,5.23,0,,,0,0,,,,,,3.81,0,4.47,0,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,NHP_SW-RP,Surface Water,42.8575,-71.4892,5/23/2019,,Undisclosed,2,30.7,,0,0,0,6.02,5.36,0,,,0,0,,,,,,4.07,0,0,2.44,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,NHP_SW-04A-0,Surface Water,42.8523,-71.4904,5/23/2019,,Undisclosed,19.8,27.7,,0,0,3.26,6.79,5.43,0,,,0,0,,,,,,4.24,0,4.45,0,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,NHP_SW-04A-2,Surface Water,42.8523,-71.4904,5/23/2019,,Undisclosed,10.8,29.2,,0,0,3.67,6.58,5.43,0,,,0,0,,,,,,4.11,0,4.69,1.95,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,NHP_SW-04A-2,Surface Water,42.8523,-71.4904,5/23/2019,,Undisclosed,7.85,26.6,,0,0,3.06,6.76,5.52,0,,,0,0,,,,,,4.38,0,4.8,0,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,TRY_SW-SDP-4.5,Surface Water,42.8196,-72.1833,5/24/2019,,Undisclosed,0,3.66,,0,0,0,1.96,2.27,0,,,0,0,,,,,,0,0,0,4.39,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,TRY_SW-SDP-0,Surface Water,42.8196,-72.1833,4/28/2020,,Undisclosed,0,3.86,,0,0,0,0,1.94,0,0,,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0
NH_DES,TRY_SW-SDP-0,Surface Water,42.8196,-72.1833,5/24/2019,,Undisclosed,0,3.51,,0,0,0,1.93,2.14,0,,,0,0,,,,,,0,0,0,4.72,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,TRY_SW-SDP-2.5,Surface Water,42.8196,-72.1833,5/24/2019,,Undisclosed,0,3.09,,0,0,0,1.82,2.04,0,,,0,0,,,,,,0,0,0,5.38,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,OGS_SG-NB7,Surface Water,42.894566,-71.072397,5/13/2019,,Undisclosed,86,18,,,0,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,OGS_SG-SB4,Surface Water,42.895471,-71.075531,5/14/2019,,Undisclosed,7.3,0,,,0,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,OGS_SG-SB5,Surface Water,42.897615,-71.081105,5/15/2019,,Undisclosed,0,0,,,0,0,,25,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,OGS_CP-1-0,Surface Water,42.893712,-71.0711,8/21/2019,,Undisclosed,30.6,16.45,,0,0,0,6.72,4.63,0,0,,0,0,0,,,,,5.5,0,4.33,10.94,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0
NH_DES,OGS_CP-1-0,Surface Water,42.893712,-71.0711,8/21/2019,,Undisclosed,31.1,15.4,,0,0,0,6.48,4.75,0,0,,2.8,0,0,,,,,5.33,0,3.98,10.1,,,,,,,,,0,0,,0,0,0,0,1.97,0,0,0,0,0,0,0,0,,,,0,,,,0
NH_DES,OGS_CP-1-0,Surface Water,42.893712,-71.0711,5/16/2019,,Undisclosed,110,29,,,0,0,,22,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,OGS_CP-1-2.5,Surface Water,42.893712,-71.0711,5/16/2019,,Undisclosed,100,27,,,0,0,,9.1,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,OGS_CP-2-0,Surface Water,42.894788,-71.068607,8/21/2019,,Undisclosed,25.3,14.34,,0,0,0,6.37,4.7,0,0,,2.97,0,0,,,,,5.36,0,4.26,11.96,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0
NH_DES,OGS_CP-2-0,Surface Water,42.894788,-71.068607,5/16/2019,,Undisclosed,6.2,0,,,0,0,,5.7,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,OGS_CP-2-2.5,Surface Water,42.894788,-71.068607,5/16/2019,,Undisclosed,7,0,,,0,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,OGS_CP-2-4.5,Surface Water,42.894788,-71.068607,5/16/2019,,Undisclosed,6.2,0,,,0,0,,28,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,OGS_CP-3-0,Surface Water,42.889479,-71.068934,8/21/2019,,Undisclosed,25.2,14.25,,0,0,0,6.24,4.6,0,0,,0,0,0,,,,,5.37,0,3.91,14.44,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0
NH_DES,OGS_CP-3-0,Surface Water,42.889479,-71.068934,5/16/2019,,Undisclosed,6.6,4.1,,,0,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,OGS_CP-3-2.5,Surface Water,42.889479,-71.068934,5/16/2019,,Undisclosed,7,4.1,,,0,0,,10,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,OGS_CP-3-4.5,Surface Water,42.889479,-71.068934,5/16/2019,,Undisclosed,6.1,3.8,,,0,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,OGS_MB-1-2.5,Surface Water,42.890508,-71.074518,5/16/2019,,Undisclosed,0,0,,,0,0,,100,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,OGS_MB-1-0,Surface Water,42.890508,-71.074518,5/16/2019,,Undisclosed,0,0,,,0,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,OGS_SG-NB4,Surface Water,42.896662,-71.074966,5/14/2019,,Undisclosed,140,48,,,0,0,,6.6,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,OGS_SG-NB5,Surface Water,42.898115,-71.077454,5/15/2019,,Undisclosed,14,7.9,,,0,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,OGS_SG-NB6,Surface Water,42.895446,-71.074045,5/13/2019,,Undisclosed,180,32,,,0,0,,4.8,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,OGS_SG-NB6,Surface Water,42.895446,-71.074045,5/13/2019,,Undisclosed,180,31,,,0,0,,5,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,NOB_065,Surface Water,42.9219,-71.4514,6/11/2019,,Undisclosed,14,33,,0.94,3.6,7.7,16,9,0,,,4.1,1.7,,,,,,14,,4.4,8.8,,,,,,,,,,0,,,0,,,,,0,0,0,0,0,0,,,,,,,,,
NH_DES,NOB_066,Surface Water,42.9206,-71.4222,6/11/2019,,Undisclosed,14,30,,0.65,2.2,6.3,10,6.3,0,,,0,0,,,,,,9.3,,4.8,7.2,,,,,,,,,,0,,,0,,,,,0,0,0,0,0,0,,,,,,,,,
NH_DES,NOB_067,Surface Water,42.9403,-71.3758,6/11/2019,,Undisclosed,3.8,11,,0.35,0.87,1.8,3.7,2.8,0,,,0,0,,,,,,3.5,,2.3,3.2,,,,,,,,,,0,,,0,,,,,0,0,0,0,0,0,,,,,,,,,
NH_DES,NOB_068,Surface Water,42.9052,-71.3399,6/11/2019,,Undisclosed,4.2,12,,0.4,1.1,2.2,5.2,3.3,0,,,0,0,,,,,,4.3,,2.8,4.6,,,,,,,,,,0,,,0,,,,,0,0,0,0,0,0,,,,,,,,,
NH_DES,NOB_069,Surface Water,42.8975,-71.389,6/11/2019,,Undisclosed,5.5,27,,0,1.1,2.7,6.3,5,0,,,0,0,,,,,,4.9,,3.8,4.9,,,,,,,,,,0,,,0,,,,,0,0,0,0,0,0,,,,,,,,,
NH_DES,NOB_070,Surface Water,42.898,-71.4371,6/12/2019,,Undisclosed,3.9,42,,0.31,1.2,2.6,8.9,7.4,0,,,0,0,,,,,,7.3,,3.5,5.8,,,,,,,,,,0,,,0,,,,,0,0,0,0,0,0,,,,,,,,,
NH_DES,NOB_071,Surface Water,42.8445,-71.4274,6/12/2019,,Undisclosed,4,24,,0,0.96,2,6.3,4.4,0,,,0,0,,,,,,5,,3.2,5.3,,,,,,,,,,0,,,0,,,,,0,0,0,0,0,0,,,,,,,,,
NH_DES,199009001RTE12C,Surface Water,42.976242,-72.345369,11/2/2020,,Undisclosed,129,20.3,,,1.3,5.9,8,6.4,0,,,,,,,,,,5.8,,1.6,8.9,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199009001RTE12C,Surface Water,42.976242,-72.345369,11/20/2019,,Undisclosed,154,17.8,,,1.94,3.55,5.19,3.97,0,,,,,,,,,,3.9,,1,6.46,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199009001RTE12C,Surface Water,42.976242,-72.345369,11/26/2018,,Undisclosed,133,14.9,,,1.81,2.5,3.92,3.18,0,,,,,,,,,,7.15,,0,5.89,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198406014 SW,Surface Water,43.63262,-71.20637,11/8/2018,,Undisclosed,3.2,2.5,,,2.3,6.5,0,3.2,0,,,,,,,,,,3.8,,0,1.4,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198705009SW2,Surface Water,43.3128,-72.0985,4/12/2023,,Undisclosed,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,0,0,0,0,
NH_DES,198705009SW2,Surface Water,43.3128,-72.0985,4/8/2020,,Undisclosed,0,0,,0,0,0,0,0,0,,,0,,,,,,,0,,0,0,,,,,,,,,,0,,,,0,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,198705009SW2,Surface Water,43.3128,-72.0985,4/25/2019,,Undisclosed,0,0,,,0,0,0,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198705009SW3,Surface Water,43.3129,-72.0999,4/12/2023,,Undisclosed,0,,,0,2.9,23,10,34,15,0,0,0,0,,,,,,3.8,4.4,4.2,2.6,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,0,0,0,0,
NH_DES,198705009SW3,Surface Water,43.3129,-72.0999,4/12/2023,,Undisclosed,180,150,,,,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198705009SW3,Surface Water,43.3129,-72.0999,4/8/2020,,Undisclosed,0,0,,0,0,0,0,0,0,,,0,,,,,,,0,,0,0,,,,,,,,,,0,,,,0,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,198705009SW3,Surface Water,43.3129,-72.0999,4/25/2019,,Undisclosed,210,140,,,2.7,26,21,24,0,,,,,,,,,,13,,3.8,4.9,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198705009SW3,Surface Water,43.3129,-72.0999,4/25/2019,,Undisclosed,280,140,,,,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199004008SW1,Surface Water,42.8596,-71.346,5/1/2023,,Undisclosed,12,14,,,0,1.8,5.1,4.3,0,,,,,,,,,,7,,2.9,3.6,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,201709003SW5,Surface Water,42.8023,-71.2956,5/29/2019,,Undisclosed,6.7,5.9,,0,0,10,7,4.2,0,,,0,0,,,,,,10,,0,2.8,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,201709003SW4,Surface Water,42.8028,-71.3011,6/25/2025,,Undisclosed,8.3,12,,0,0.95,4.8,6.4,3.4,0,0,0,0,0,,,,,,8,0.72,7.1,4,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,0,0,0,0,
NH_DES,201709003SW4,Surface Water,42.8028,-71.3011,12/18/2024,,Undisclosed,8.6,4.8,,0,0,7.1,3.5,2,0,0,0,0,0,,,,,,4.4,1.6,5,3.6,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,0,0,0,0,
NH_DES,201709003SW4,Surface Water,42.8028,-71.3011,6/24/2024,,Undisclosed,44,10,,0,0,15,5.3,3.5,0,0,,,,,,,,,,,2.7,,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,,,,,0,,,,
NH_DES,201709003SW4,Surface Water,42.8028,-71.3011,12/12/2023,,Undisclosed,4.7,11,,0,0,3.4,5.1,3.1,0,0,0,0,0,,,,,,4.1,0,4.7,4,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,0,0,0,0,
NH_DES,201709003SW4,Surface Water,42.8028,-71.3011,6/14/2023,,Undisclosed,6.9,10,,0,0,5.4,5.4,3.5,0,0,0,0,0,,,,,,11,1.5,5.2,3.7,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,0,0,0,0,
NH_DES,201709003SW4,Surface Water,42.8028,-71.3011,12/13/2022,,Undisclosed,3.9,4.4,,0,0,5.3,2.6,0,0,0,0,0,0,,,,,,0,0,6.5,2.3,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,0,0,0,0,
NH_DES,201709003SW4,Surface Water,42.8028,-71.3011,6/29/2022,,Undisclosed,9.4,15,,0,0,8.3,7.9,4.5,0,0,0,0,0,,,,,,11,2.1,6.9,6.5,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,0,0,0,0,
NH_DES,201709003SW4,Surface Water,42.8028,-71.3011,5/29/2019,,Undisclosed,13,13,,0,0,11,6.6,3.4,0,,,0,0,,,,,,6.4,,0,3.9,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,201709003SW3,Surface Water,42.8042,-71.2997,6/25/2025,,Undisclosed,8.8,11,,0,0.89,4.5,6.3,3.3,0,0,0,0,0,,,,,,7.5,0.78,6.4,3,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,0,0,0,0,
NH_DES,201709003SW3,Surface Water,42.8042,-71.2997,12/18/2024,,Undisclosed,8,5.5,,0,0,6.2,3,1.5,0,0,0,0,0,,,,,,5.8,1.4,5.1,3.4,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,0,0,0,0,
NH_DES,201709003SW3,Surface Water,42.8042,-71.2997,6/24/2024,,Undisclosed,13,10,,0,0,7.5,3.9,2.6,0,0,,,,,,,,,,,2.5,,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,,,,,0,,,,
NH_DES,201709003SW3,Surface Water,42.8042,-71.2997,12/12/2023,,Undisclosed,5.4,12,,0,0,4,5.6,4.5,0,0,0,0,0,,,,,,4.8,0,5,4.4,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,0,0,0,0,
NH_DES,201709003SW3,Surface Water,42.8042,-71.2997,6/14/2023,,Undisclosed,7.2,11,,0,0,6.1,5.8,3.6,0,0,0,0,0,,,,,,13,1.6,5.9,3.9,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,0,0,0,0,
NH_DES,201709003SW3,Surface Water,42.8042,-71.2997,12/13/2022,,Undisclosed,0,0,,0,0,4.9,0,0,0,0,0,0,0,,,,,,0,0,5.8,0,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,0,0,0,0,
NH_DES,201709003SW3,Surface Water,42.8042,-71.2997,5/29/2019,,Undisclosed,32,98,,8.7,42,51,14,3.3,6.3,,,20,6.5,,,,,,7.5,,3.5,4,,,,,,,,,,0,,,5.5,,,110,,0,0,,0,0,0,0,,,,,,,,
NH_DES,201709003SW6,Surface Water,42.8001,-71.297,5/29/2019,,Undisclosed,5.3,4.5,,0,0,7,3.9,2.4,0,,,0,0,,,,,,5.8,,0,2.4,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,199012032SW1,Surface Water,43.12437,-71.432784,11/18/2021,,Undisclosed,4,6.3,,,0.71,4.3,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199012032SW1,Surface Water,43.12437,-71.432784,11/20/2020,,Undisclosed,2.2,2.3,,,,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199012032SW1,Surface Water,43.12437,-71.432784,11/20/2018,,Undisclosed,0,5.68,,,0,5.41,5.39,0,0,,,,,,,,,,4.96,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198403073-SW-3,Surface Water,43.672096,-71.5058,4/29/2022,,Undisclosed,0,5.69,,0,0,0,8.21,7.7,0,,0,0,0,,,,,,13.2,0,0,6.3,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,198403073-SW-3,Surface Water,43.672096,-71.5058,4/28/2020,,Undisclosed,47,51,,,4.2,5.1,11,15,0,,,,,,,,,,7.4,,1.8,5.1,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198403073-SW-3,Surface Water,43.672096,-71.5058,4/16/2019,,Undisclosed,31,40,,,2.8,4.9,12,15,0,,,,,,,,,,6.3,,2.1,5.5,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198403073-SW-3,Surface Water,43.672096,-71.5058,4/26/2018,,Undisclosed,36,85,,,3.7,9.6,24,31,0,,,,,,,,,,16,,2.1,10,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198403073-SW-4,Surface Water,43.669514,-71.504129,4/29/2022,,Undisclosed,0,0,,0,0,0,0,0,0,,0,0,0,,,,,,0,0,0,0,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,198403073-SW-4,Surface Water,43.669514,-71.504129,4/28/2020,,Undisclosed,2.8,1.8,,,0,0,0,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198403073-SW-4,Surface Water,43.669514,-71.504129,4/16/2019,,Undisclosed,0,0,,,0,0,0,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198403073-SW-4,Surface Water,43.669514,-71.504129,4/26/2018,,Undisclosed,2.1,8.1,,,0,0,0,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199101029SG1,Surface Water,42.875634,-71.010727,4/13/2023,,Undisclosed,26.6,21.7,,0,0.749,4,8.74,6.79,0.66,,0,1.74,0,,,,,,8.98,0.767,6.24,7.21,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,199101029SG1,Surface Water,42.875634,-71.010727,4/28/2021,,Undisclosed,41.1,19,,0,0,4.63,6.91,5.15,0,,,2.94,0,,,,,,8.45,0,5.59,3.8,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,199101029SG1,Surface Water,42.875634,-71.010727,4/7/2020,,Undisclosed,26.6,22.9,,0,0,4.09,4.85,4.15,0,,,0,0,,,,,,4.37,0,5.51,4.99,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,199101029SG1,Surface Water,42.875634,-71.010727,4/27/2018,,Undisclosed,24,27.4,,,0,5.09,7.49,6.18,0,,,,,,,,,,7.64,,5.65,11.6,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,FORDALWST,Surface Water,44.344347,-71.672943,5/19/2020,,Undisclosed,0,0,,,0,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,201904026SW01,Surface Water,42.974476,-70.82757,8/23/2019,,Undisclosed,102,40.8,,0,0,130,23.3,9.45,0,,,0,0,,,,,,9.48,0,8.7,7.59,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,GRBLAST01,Surface Water,42.780911,-71.413647,11/15/2019,,Undisclosed,2.9,10,,0.4,0.72,1.5,4.7,3.4,0,,,0,0,,,,,,3.4,,1.9,4.4,,,,,,,,,,0,,,0,,,,,0,0,0,0,0,0,,,,,,,,,
NH_DES,198400055SWB,Surface Water,44.4966,-71.1906,11/18/2025,,Undisclosed,383,767,,12.1,109,38.4,272,310,7.46,0,0,7.38,0,,3.55,30.7,0,,187,10.3,9.78,80.3,,,,,,,,,0,0,,0,1.9,0,0,107,2.23,0,0,,0,0,0,12.3,,,,0,0,0,0,
NH_DES,198400055SWB,Surface Water,44.4966,-71.1906,4/23/2024,,Undisclosed,0,917000,,,117000,58300,96000,335000,0,,,,,,,,,,256000,,15100,99800,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198400055SWB,Surface Water,44.4966,-71.1906,11/16/2020,,Undisclosed,93.1,222,,,46.5,12.4,112,107,0,,,,,,,,,,102,,0,38.5,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198400055SWB,Surface Water,44.4966,-71.1906,10/22/2019,,Undisclosed,4310,3000,,,215,175,997,989,0,,,,,,,,,,752,,34.7,301,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198400055SWB,Surface Water,44.4966,-71.1906,4/25/2018,,Undisclosed,354,768,,,144,41.7,264,314,0,,,,,,,,,,242,,7.83,111,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198400055SWC,Surface Water,44.4961,-71.1892,11/18/2025,,Undisclosed,141,84.6,,8.62,36.5,4.57,25.9,33.6,1.85,0,0,0,0,,0,0,0,,22.8,0,0,9.36,,,,,,,,,0,0,,0,0,0,0,2.63,0,0,0,,0,0,0,2.09,,,,0,0,0,0,
